Route,Location,Latitude,Longitude,URL,votes_most_log
"Satellite Boulder Left (V3 PG13 3.5 72) 
 Traverse (V2 2.7 21)",Satellite Boulder,33.9966,-116.15558,https://www.mountainproject.com/route/107601458/satellite-boulder-left,1.8573324964312685
Betty Jo Yablonksi (5.10a V0 R 3.6 63),Betty Jo Rock,34.01247,-116.16861,https://www.mountainproject.com/route/105725209/betty-jo-yablonksi,1.7993405494535817
"Thingamajig (V0- 2.3 95) 
 Meat Substitute (V3 2.8 17) 
 Wrangler (V2 1.8 19) 
 Thingamajump (V1 2.2 12) 
 Gambit (V1+ 1.5 15) 
 South Face (V-easy 1.4 17) 
 Ribtickler (V1 1.4 14) 
 Roasty Toasty (V0- 1.0 4)",Manx Boulders - Southeast Face,34.01419,-116.15821,https://www.mountainproject.com/route/105933364/thingamajig,1.9777236052888478
"Lynn Hill Memorial Face Problem (V4 3.7 54) 
 Death Spiral (V3 PG13 2.3 4) 
 Hard Flake (V0 R 1.8 5) 
 Easy Flake (V-easy R 1.6 8) 
 Lounge Act (V2 1.5 2)",Lynn Hill Memorial Boulder,34.00377,-116.14932,https://www.mountainproject.com/route/106118096/lynn-hill-memorial-face-problem,1.7323937598229686
"Bulgemaster (V2 2.6 75) 
 Tilt-o-Meter Right (V1+ 2.4 35) 
 Tilt-O-Meter Left (V1 2.1 38) 
 Tilt-o-Meter Center (V1 1.9 31) 
 Tilt-o-Meter Traverse (V1 3.0 2) 
 Bushmaster (V4 1.0 5)",Tilt-o-Meter Boulder,34.02044,-116.16555,https://www.mountainproject.com/route/106332352/bulgemaster,1.8750612633917
"The Halfling (V1+ 2.5 81) 
 The Sideling (V3 3.1 22) 
 The Real Slam Dunk (V3 3.0 4)",Halfling Boulder,33.99792,-116.15341,https://www.mountainproject.com/route/106649431/the-halfling,1.9084850188786497
"Turnbuckle (V1+ 2.3 76) 
 Turnbuckle Arete (V-easy 1.9 21) 
 Turnbuckle Slab (V-easy 1.8 19) 
 Turnbuckle Descent (V-easy 1.7 16)",Turnbuckle Rock,34.00964,-116.16705,https://www.mountainproject.com/route/106076122/turnbuckle,1.8808135922807914
"Fidelman Arete (V1 2.1 81) 
 Figure Five (V2 1.9 12)",Fidelman Boulder,33.98416,-116.1526,https://www.mountainproject.com/route/106123972/fidelman-arete,1.9084850188786497
"White Crack (V-easy 2.9 62) 
 Short Crack (V0 1.9 10) 
 Love Handles (V3 2.0 3)",Cap Rock,33.98965,-116.16317,https://www.mountainproject.com/route/106161774/white-crack,1.792391689498254
"Turtle Face, Left (V1 2.7 63) 
 Northwest Arete (V-easy 2.4 59) 
 Right Arete (V0- 2.3 40) 
 Turtle Face Center (V2 2.8 24) 
 Descent Route (V-easy 1.5 22) 
 Placebo (V0 2.0 10) 
 Blood Mantel (V4 1.3 4)",Wedge Boulder,34.00972,-116.16725,https://www.mountainproject.com/route/105901228/turtle-face-left,1.7993405494535817
"Swinging Richard (V4 3.1 51) 
 Smoothie (V0+ 1.7 25) 
 Lumpy (V-easy 1.3 23) 
 Swinging Richard Direct (V2 1.6 10)",Chocolate Boulder 1,34.06259,-116.22631,https://www.mountainproject.com/route/105789389/swinging-richard,1.7075701760979363
"Gripper Traverse (V0 2.1 72) 
 Ripper (V2 2.0 27) 
 Block Problem (V0 2.9 8) 
 Moai (V0 1.3 3) 
 Grab-Ass (V0 1.3 4) 
 Unnamed (V0 1.0 6)",Trashcan Boulders,34.04026,-116.19707,https://www.mountainproject.com/route/105722803/gripper-traverse,1.8573324964312685
"Mr. H (V-easy 2.0 78) 
 Voices Arete (V-easy 1.9 62) 
 Mr. Hyde (V0- 2.4 21) 
 Scissorlock (V1 1.7 31) 
 Mister E (V1 1.6 21)",Voices Boulder,34.02038,-116.16562,https://www.mountainproject.com/route/105725473/mr-h,1.8920946026904804
"Caveman Finish (V3 2.8 63) 
 Brief Squeeze (V1- 3.0 2) 
 Pocket Rocket (V3 2.7 3)",Caveman Boulder,34.01622,-116.1633,https://www.mountainproject.com/route/118130718/caveman-finish,1.7993405494535817
"Dynamo Hum (V1 2.9 50) 
 Old Triangle Classic (V0+ 2.4 38) 
 Triangle Boulder South Face (V0- 1.9 9) 
 Descent Route (V-easy PG13 1.5 8) 
 Easter Bunny Back Scraper (V0 PG13 1.5 2)",Triangle Boulder,34.01678,-116.16341,https://www.mountainproject.com/route/105725293/dynamo-hum,1.6989700043360187
"Collieherb (V0 2.8 47) 
 Herbaliser (V2 2.3 3) 
 Herbivore (V2 1.3 7) 
 Border Collie (V2 1.5 2)",Collieherb Boulder,33.9884,-116.16268,https://www.mountainproject.com/route/105723304/collieherb,1.6720978579357175
"Yardarm (V1 2.1 59) 
 Pig F**ker Direct (V0 1.3 8) 
 Pig F**ker (V0+ 0.6 16)",Yardarm Boulder,34.01464,-116.1659,https://www.mountainproject.com/route/106039616/yardarm,1.7708520116421442
"Walking Mexican Down the Hall (V0 2.5 50) 
 Lost Lieback (V-easy 1.8 6) 
 Chevron Star (V2 R 1.8 4)",The Real Hall of Horrors,34.00056,-116.14758,https://www.mountainproject.com/route/106625231/walking-mexican-down-the-hall,1.6989700043360187
"False Blockhead (V1 2.2 58) 
 Nitwit (V0 1.8 55) 
 Nitwitsit (V4 2.3 33)",The Blockhead,34.01475,-116.16589,https://www.mountainproject.com/route/106039638/false-blockhead,1.7634279935629373
"Picture Perfect (V1 2.5 53) 
 Problem C (V1- 1.5 2) 
 Problem A (V-easy 1.0 5) 
 Problem B (V0 1.0 4) 
 Dorian Gray (V0- 1.0 2)",Picture Perfect Boulder,33.9861,-116.15981,https://www.mountainproject.com/route/106039440/picture-perfect,1.7242758696007892
"Piano Crack (V-easy 2.6 49) 
 Balance Problem (V2 2.1 7) 
 Retrofit (V0 1.5 16)",Piano Rock,34.02807,-116.14776,https://www.mountainproject.com/route/106149998/piano-crack,1.6901960800285136
"Chorizo Tacos (V4 2.8 48) 
 Chorizo Taco Stand (V2 2.2 34) 
 Monkeyflower (V3 2.6 24) 
 Unnamed (V1 1.9 19) 
 Unnamed 3 (V0 2.5 4) 
 Unnamed 2 (V-easy 2.0 4)",Land of the Lost Boulder,34.0261,-116.15844,https://www.mountainproject.com/route/108017981/chorizo-tacos,1.6812412373755872
"Left Nixon Crack (V0 PG13 3.3 27) 
 Right Nixon Crack (V0 PG13 2.5 7) 
 Hostess (V0 1.0 3)",Nixon Cracks,34.01914,-116.16419,https://www.mountainproject.com/route/114241079/left-nixon-crack,1.4313637641589874
"Nicole Face (V3-4 3.7 20) 
 Bodyglove (V4 3.6 8) 
 Warm-up Problem (V2 1.5 2)",Feature Boulder (aka Fred Nicole Boulder),34.06942,-116.09196,https://www.mountainproject.com/route/106151277/nicole-face,1.3010299956639813
X-Men (V4-5 3.2 35),X-Men Boulder,33.99662,-116.15492,https://www.mountainproject.com/route/108549284/x-men,1.5440680443502757
"La Migra (V3 2.8 34) 
 Don't Mess with Texas (V1 2.2 38) 
 Western Roll (V3 2.4 19) 
 Border Patrol (V1 1.6 17)",Texas Boulder,34.0181,-116.1698,https://www.mountainproject.com/route/106136573/la-migra,1.5314789170422551
"Psyche (V4 4.0 11) 
 Lotus Flower (V3+ 2.8 4) 
 Browning Slab (V0+ R 2.3 3) 
 Xenocryst (V1 2.0 6) 
 Email (V3 2.0 3) 
 Greenhorn  Route (V-easy R 1.6 7) 
 Enclave (V-easy 1.3 3) 
 Autolith (V0 1.0 3)",Xenolithic Boulder,34.01707,-116.04227,https://www.mountainproject.com/route/105722866/psyche,1.041392685158225
"The Bardini Crack (aka: Blas Beemer) (V2 2.7 39) 
 Bardini Crack (Sit) (V4 2.6 7) 
 The Bardini Arete (V0+ 1.1 7)",Blas Beemer Boulder,34.02787,-116.1787,https://www.mountainproject.com/route/106118126/the-bardini-crack-aka-blas-beemer,1.591064607026499
"Chunkers (V-easy 2.5 40) 
 Patina Slab (V-easy 1.6 32) 
 Weasel World (V2 1.9 10) 
 Weasel World (Left) (V3 2.0 6)",Chunky Boulder,34.01842,-116.16884,https://www.mountainproject.com/route/106114361/chunkers,1.6020599913279625
Coyote Corner (V1 R 3.4 22),Coyote Corner,34.02521,-116.16083,https://www.mountainproject.com/route/106693819/coyote-corner,1.3424226808222062
"Intersection Boulder, Left (V0 2.3 43) 
 Intersection Boulder, Center (V2 2.1 18) 
 Intersection Mantle (V-easy 1.9 10) 
 Intersection Boulder, Right (V4 1.8 4)",Intersection Boulder,34.01512,-116.1628,https://www.mountainproject.com/route/105722809/intersection-boulder-left,1.6334684555795866
"Miledi (V3 R 3.7 11) 
 K.D. Supreme (V4 3.4 8) 
 Warm-Down (V-easy R 1.0 4)",Miledi Boulder,34.07547,-116.24202,https://www.mountainproject.com/route/105790036/miledi,1.041392685158225
"Morning Glory (V1 2.5 39) 
 Descent Route (V-easy 1.7 23) 
 West Arete (V0- 1.9 13) 
 South Face (V0+ 1.0 2)",Wave Boulder,34.0097,-116.16717,https://www.mountainproject.com/route/106294784/morning-glory,1.591064607026499
Act of Contrition (V3 R 3.8 10),Broken Egg,34.01116,-116.16725,https://www.mountainproject.com/route/106143002/act-of-contrition,1.0
"Desert Rat Crack (V-easy 2.1 46) 
 Pothole Problem  1 (V0 2.1 37) 
 Pothole Problem  2 (V-easy 1.6 45) 
 Pothole Slab (V-easy 1.7 39) 
 Pothole Arete (V-easy 1.8 33) 
 Pothole Mantel  2 (V-easy 1.5 22) 
 Pothole Mantel #1 (V0 1.6 12) 
 Pothole Traverse (V-easy 2.0 4)",Pothole Rock,34.01626,-116.16212,https://www.mountainproject.com/route/109792606/desert-rat-crack,1.662757831681574
"Lunge For It (aka All Lunged Out) (V3 2.5 34) 
 Up 20 (V2 R 3.0 4) 
 Warm-up (V1 2.0 23)",Sandy Wash Corridor,33.98848,-116.16102,https://www.mountainproject.com/route/105723310/lunge-for-it-aka-all-lunged-out,1.5314789170422551
Scorpion Traverse (V4 R 3.2 21),Scorpion Roof,34.1,-116.6,https://www.mountainproject.com/route/106111471/scorpion-traverse,1.3222192947339193
The Funktion (V3 R 3.8 5),The Cube (aka Funktion Boulder),34.01866,-116.1637,https://www.mountainproject.com/route/107579672/the-funktion,0.6989700043360189
"[Redacted] (V0+ 2.9 25) 
 Sprinting Jew (V0- 1.0 3)",The Hat,34.01126,-116.16755,https://www.mountainproject.com/route/106118154/redacted,1.3979400086720377
"Classic Curl (V1- 2.8 25) 
 Black Velvet (V2-3 3.0 8)",Black Velvet Boulder,34.00946,-116.1687,https://www.mountainproject.com/route/106073934/classic-curl,1.3979400086720377
"Upsidedown Pineapple (V1+ 2.7 26) 
 Twisted Sister (V2 2.7 10) 
 Phallus (V-easy R 3.0 1)",Campsite Grotto,34.01711,-116.16062,https://www.mountainproject.com/route/105722206/upsidedown-pineapple,1.414973347970818
"Lechlinski Corner (V3 2.6 28) 
 True Grit (V3 2.6 16) 
 Penny Pincher (V0- 1.6 35) 
 Two Stroke (V3 2.1 19) 
 Hensel Face (V2 2.2 6) 
 False Grit (V3 1.7 5) 
 JBMF Descent Route (V-easy 1.0 16) 
 Mukatsuku (V0-1 1.5 2) 
 Death Series (V1 1.0 4)",JBMF Boulder,34.0152,-116.16631,https://www.mountainproject.com/route/105725446/lechlinski-corner,1.4471580313422192
"Native Arete (V0 3.1 17) 
 Native Arete SDS (V1 3.0 4) 
 Native Son (V-easy 1.0 2) 
 The Flame (V1 1.0 2)",Native Arete Boulder,34.02648,-116.14181,https://www.mountainproject.com/route/106345888/native-arete,1.2304489213782739
"Chocolate Roof Left (V4 2.9 24) 
 Chocolate Roof Right (V3 2.2 18)",Chocolate Roof,34.06282,-116.22616,https://www.mountainproject.com/route/109989625/chocolate-roof-left,1.380211241711606
"Prince Hoi (V2 2.5 31) 
 Foot Fetish (V2 2.5 20) 
 Hoi Polloi (V0 2.0 22) 
 Multi Grain (V0 1.6 12) 
 Split Grain (V0- 1.5 2)",Hoi Polloi Boulder,33.98601,-116.15936,https://www.mountainproject.com/route/106059780/prince-hoi,1.4913616938342726
"Peabrain (V4 3.1 16) 
 Ceres (V-easy 1.8 17) 
 Optigrip (V3 2.2 5) 
 Pioneer (V-easy 1.6 15) 
 Nebula (V-easy 1.7 13) 
 Retro (V0 1.8 8) 
 Ultraviolet (V2 1.7 9) 
 Face Off (V2 2.0 2) 
 Juno (V-easy 1.7 7) 
 Voyager (V2 1.2 6)",The Asteroid Boulder,34.01197,-116.15127,https://www.mountainproject.com/route/106275707/peabrain,1.2041199826559248
"Kentucky Fried Christ (V2 3.6 5) 
 Left V-Nothing (V0+ 2.0 2) 
 Right V-Nothing (V0+ 2.0 2)",The Watchtower,34.05005,-116.10315,https://www.mountainproject.com/route/109964898/kentucky-fried-christ,0.6989700043360189
"Sit Down Flake (V2 2.1 40) 
 West Face (V-easy 2.1 35) 
 Dino's Egg (V0 R 2.1 33) 
 Pitch Two (V4+ 3.0 6) 
 Platypus (V0 2.0 22) 
 West Face - Right (V-easy 1.9 19) 
 The Clutch (V0- 1.5 24) 
 The Egg Timer (V-easy 1.6 13) 
 West Face Arete (V-easy 1.5 14) 
 West Face - Left sit (V2+ 2.0 2)",Dino's Egg,34.02051,-116.16504,https://www.mountainproject.com/route/106044191/sit-down-flake,1.6020599913279625
"3-Star Lieback (5.9 V0- 3.3 13) 
 3-Star-Crack (V0 2.7 3)",Star Boulder,33.95522,-116.09084,https://www.mountainproject.com/route/114338783/3-star-lieback,1.1139433523068367
Painted Savage (V1 2.4 29),Painted Savage Boulder,33.98326,-116.15094,https://www.mountainproject.com/route/108106134/painted-savage,1.462397997898956
"Unnamed (V3 2.7 22) 
 Unnamed (V0 2.0 1)",Nicole Boulder,33.99779,-116.1536,https://www.mountainproject.com/route/108682718/unnamed,1.3424226808222062
"Shipwreck (V3 R 3.2 11) 
 Fist Full of Walnuts (V3 3.1 12) 
 Block Party (V2- 2.6 7) 
 Turboflange (V2 R 2.0 1) 
 Neoflange (V4 R 2.0 1) 
 Down with the Ship (V-easy 1.3 6) 
 Dashed on the Rocks (V0 PG13 1.5 2)",Shipwreck Boulder,34.00983,-116.16681,https://www.mountainproject.com/route/106069186/shipwreck,1.041392685158225
"Hall of Mirrors (V-easy 2.8 20) 
 Horrors Arete (V2 1.8 4)",Horrors Boulder,33.99763,-116.14705,https://www.mountainproject.com/route/106125083/hall-of-mirrors,1.3010299956639813
"Monkey Gone to Heaven (V3 2.4 26) 
 Pixie Dust (V1 2.4 23) 
 Velouria (V0 2.0 23) 
 Pixie Slab Center (V-easy 1.4 21) 
 Pixie Slab Left (V0- 1.4 21) 
 Pixie Problem (V1 1.7 12) 
 Traverse Reverse Traverse (V0- 2.0 5) 
 Harzie (V1-2 2.0 4) 
 Harzie mantel (V2 2.0 1) 
 Pixie Slab Right (V-easy 1.4 16) 
 The Womb (V-easy 1.5 5)",Pixie Boulder,34.09441,-116.15612,https://www.mountainproject.com/route/106400474/monkey-gone-to-heaven,1.414973347970818
Trashman Roof (5.9 V0 2.4 29),King Dome - East Face,34.00317,-116.14936,https://www.mountainproject.com/route/105722044/trashman-roof,1.462397997898956
"Attractive Brunette (V2 1.8 44) 
 Brunette Torpedo (V3 2.7 16) 
 Attractive Brunette Throw (V2 1.8 11) 
 Torpedo (V0 1.5 12) 
 Stinger (V2 1.5 8) 
 Unnamed (V1 1.3 6) 
 Problem A (V-easy 1.0 3)",Chocolate Boulder 3,34.06269,-116.22639,https://www.mountainproject.com/route/105789815/attractive-brunette,1.6434526764861874
"Solitaire (V0 2.6 22) 
 Sakura (V2 2.5 15) 
 Fish (V-easy 2.1 20) 
 Faro (V1 2.2 14) 
 Euchre (V-easy 1.9 16) 
 Blurb (V-easy 1.8 16) 
 Canasta (V0- 1.6 18)",Split Boulder,34.00254,-116.14998,https://www.mountainproject.com/route/106120180/solitaire,1.3424226808222062
Cameltoe Crack (5.7 V0 3.4 6),Rusty Wall,34.03212,-116.17216,https://www.mountainproject.com/route/120205553/cameltoe-crack,0.7781512503836436
"Powell Face (V3 2.6 21) 
 Largo Dyno (V4 2.4 12) 
 Largotot (V0- 1.5 2) 
 Chollahoy (V3 1.0 3)",Powell Boulder,34.02547,-116.1645,https://www.mountainproject.com/route/106048308/powell-face,1.3222192947339193
"Trout Chow (V0- 2.0 38) 
 Monkey Chow (V4 2.0 8)",Purina Wall,34.02029,-116.16571,https://www.mountainproject.com/route/105725482/trout-chow,1.5797835966168101
"Hensel Arete (V0+ 2.1 35) 
 Slabmaster (V3 2.8 18) 
 Scoops (V-easy 1.7 38) 
 Hensel Face (V0 1.8 32) 
 Scoop Problem (V2 2.3 14) 
 Pocket Change (V1 2.4 11) 
 Slap Prow (V3 1.7 7)",Hensel Boulder,34.01824,-116.16346,https://www.mountainproject.com/route/106224136/hensel-arete,1.5440680443502757
King Smear (Friction Addiction) (V3 3.3 11),Mutant Boulder,34.02247,-116.16414,https://www.mountainproject.com/route/112454269/king-smear-friction-addiction,1.041392685158225
"Secret Samurai (V4 PG13 2.7 21) 
 Like a Ninja (V3 PG13 2.2 10)",Ninja Boulder,34.02746,-116.14474,https://www.mountainproject.com/route/108806381/secret-samurai,1.3222192947339193
"False Tidal Wave (V4-5 2.2 30) 
 Stoney Point Problem (aka Bambam) (V3 1.9 19) 
 Bedrock Arete (V0 1.7 3)",Tidal Wave Boulder,34.02066,-116.16503,https://www.mountainproject.com/route/112454209/false-tidal-wave,1.4771212547196624
"Intersection Traverse (V1 2.9 15) 
 Knuckle Cracker (V-easy 2.3 23) 
 The Reider Problem (V4 2.7 3) 
 Augie Problem (V0 1.9 12) 
 Fling (V2- 2.0 2) 
 Split End Left (V1+ 1.5 6)",Intersection Rock,34.01538,-116.16346,https://www.mountainproject.com/route/106463932/intersection-traverse,1.1760912590556813
"Gram Parsons Memorial Hand Traverse (V0- 2.6 24) 
 Left Flake (V0 2.5 21)",Gram Parsons Memorial Boulder,33.99047,-116.16334,https://www.mountainproject.com/route/105725212/gram-parsons-memorial-hand-traverse,1.380211241711606
"Locker's Face (V1 3.5 2) 
 Locker's Chimney (V-easy 2.1 13) 
 Simpson Slap (V3 2.4 5) 
 Hand Crack (V-easy 1.7 15) 
 Flake (V-easy 1.6 15) 
 V0 Thin Crack (V0 1.8 9) 
 Name Forgotten (V0+ 1.5 2) 
 V1 Arete (V1 1.2 5) 
 Fist Crack (V-easy 1.0 3)",Forgotten Boulders,34.04068,-116.19807,https://www.mountainproject.com/route/113923195/lockers-face,0.3010299956639812
"The Heart (V2+ 3.5 2) 
 The Swallow's Tail (V0 2.0 1)",Heart of the Universe,34.05928,-116.10294,https://www.mountainproject.com/route/121862443/the-heart,0.3010299956639812
"EJ Deluxe Escape (V3 3.0 13) 
 Convenient Parking (V1- 2.0 3) 
 Trailer Trash (V2- 2.0 1)",E. J.  Deluxe Boulder,34.03239,-116.1717,https://www.mountainproject.com/route/108757305/ej-deluxe-escape,1.1139433523068367
"Unnamed Traverse (V4 2.3 29) 
 South Arête (V-easy 1.9 8) 
 Unnamed (V1 1.3 13)",Dream Sequence Boulder,34.08958,-116.25335,https://www.mountainproject.com/route/112450739/unnamed-traverse,1.462397997898956
"Doin' The Cockroach (V4 2.7 21) 
 It's All Nice on Ice (V0 1.5 12) 
 Easy Ice is Nice (V-easy 1.0 3)",All Nice On Ice,34.03235,-116.17138,https://www.mountainproject.com/route/106711063/doin-the-cockroach,1.3222192947339193
"Jump Chump (V2 3.1 8) 
 Yawning Flare (V2 1.9 7)",Jump Chump Clump,34.00967,-116.16845,https://www.mountainproject.com/route/106073955/jump-chump,0.9030899869919435
"Arete Boulders Crack (V0- 2.1 32) 
 Right Arete (V1 1.9 24) 
 Unnamed .7 (V-easy 1.5 22) 
 Right Arete (sit) (V2 2.0 4) 
 Arete Boulders Face (V2 1.6 12) 
 Left Arete (V0+ 1.6 12)",Arete Boulders,34.02492,-116.15901,https://www.mountainproject.com/route/106150424/arete-boulders-crack,1.505149978319906
"Penguins in Bondage (V4 3.1 8) 
 Dummy Up (V2 2.0 4) 
 Burnt Weenie Sandwich (V4 2.0 1)",Penguins Boulder,34.01229,-116.17935,https://www.mountainproject.com/route/106669160/penguins-in-bondage,0.9030899869919435
"Porkpie (V-easy 1.9 34) 
 Young Dong (V0 2.6 14) 
 Fedora (V-easy 1.6 24) 
 Turban (V1 1.8 20) 
 Pillbox (V-easy 1.5 21) 
 Sombrero (V0-1 1.4 21) 
 Ten Gallon (V0 1.6 15) 
 Capuchon (V0 2.0 3) 
 Panama (V3 1.3 3) 
 Bowler (V-easy 1.0 3)",The Hatrack,33.98928,-116.16353,https://www.mountainproject.com/route/106159684/porkpie,1.5314789170422551
"Dripper Left (V2 3.3 5) 
 Dripper Right (V0+ 2.5 3) 
 Driblet (V4 2.0 2) 
 Leftward Ho (V0- 1.5 3)",Dripper Boulder,33.94673,-116.07239,https://www.mountainproject.com/route/106359702/dripper-left,0.6989700043360189
"Mirage (V2-3 2.8 12) 
 Mirage Left Exit (V4 2.0 3)",Mirage Boulder,33.95913,-116.07966,https://www.mountainproject.com/route/106153578/mirage,1.0791812460476249
"Lapse of Logic (V1 2.3 26) 
 Bard's Ankle (V2 R 2.0 1)",Scatterbrain Boulder,34.01854,-116.16366,https://www.mountainproject.com/route/106382766/lapse-of-logic,1.414973347970818
"Slick Willie (V2 2.3 25) 
 Browning Arete (V4 1.7 3)",Browning Boulder,34.01533,-116.16652,https://www.mountainproject.com/route/106129847/slick-willie,1.3979400086720377
