Route,Location,Latitude,Longitude,URL,votes_most_log
"Bonsai Slab (V0+ 2.8 4) 
 V2 Variation (V2 2.5 6) 
 Daytona (V2-3 2.1 7) 
 The Nibbler (V4 2.0 2) 
 Dale Sr (V4 2.0 1) 
 Dale Jr (V1 1.0 2) 
 Wacky Races (V0 1.0 1)",NASCAR Boulder,35.68731,-106.66032,https://www.mountainproject.com/route/107969901/bonsai-slab,0.6020599913279624
Go for Broke! (V4 3.7 3),Go for Broke,32.37004,-106.55659,https://www.mountainproject.com/route/116609210/go-for-broke,0.47712125471966244
"Heavy Metal (V3 2.7 6) 
 Eric Scully (V4-5 1.8 5) 
 Spooked (V2 2.0 1) 
 Judas Priest (V4 1.3 6)",Spook Outlying Boulders,34.00024,-106.9823,https://www.mountainproject.com/route/107051053/heavy-metal,0.7781512503836436
"Terrapin Arete (V2 2.8 8) 
 The Little Red Crystals in my Kidneys (V4 2.3 3) 
 Tortoise (V2 2.0 4) 
 Terrapin Station (V3 2.0 2) 
 Ripple (V2 2.0 1)",Alf Rig,33.9836,-106.9971,https://www.mountainproject.com/route/106644323/terrapin-arete,0.9030899869919435
"Unnamed 2 (V2 PG13 2.7 7) 
 Cattle Call Dyno (V4 1.8 5)",A) Cattle Call Wall Area,35.81428,-106.53097,https://www.mountainproject.com/route/107925034/unnamed-2,0.8450980400142568
"Stage Right (V4 2.8 5) 
 Star Wars (V2 2.3 4)",Mexican Blanco Boulder,36.06775,-104.36511,https://www.mountainproject.com/route/116551852/stage-right,0.6989700043360189
"Bulletproof (V3 2.8 12) 
 Ricochet (V4-5 3.0 2) 
 Cum On (V4 2.8 4)",Bulletproof,36.07021,-104.35441,https://www.mountainproject.com/route/118925323/bulletproof,1.0791812460476249
The Crimp Line (V3 3.0 2),Simms Park South Drainage,35.15887,-106.45739,https://www.mountainproject.com/route/107066474/the-crimp-line,0.3010299956639812
"No Dice (V4 3.0 2) 
 Highball V3 (V3-4 3.0 2) 
 Pocket, Pocket (V1-2 1.6 5) 
 Never Again (V3-4 1.5 2) 
 South East Arete (V4 1.5 2)",The Wave,35.68779,-106.65994,https://www.mountainproject.com/route/106336079/no-dice,0.3010299956639812
"arete direct (V3-4 3.0 2) 
 Far right (V0+ 2.8 4) 
 Far left (V0- 2.2 6) 
 Middle (V0+ 2.2 5) 
 Small crack (V0- 2.0 4) 
 Across the top (V0 2.0 3) 
 V4 Traverse (V4- 2.0 1)",Boulder 1,35.13755,-106.483,https://www.mountainproject.com/route/108364087/arete-direct,0.3010299956639812
"Clamshell (V3 3.0 2) 
 Softshell (V1-2 2.5 2)",Clamshell Boulder,33.4309,-105.73147,https://www.mountainproject.com/route/114977837/clamshell,0.3010299956639812
"Buckle Up Buttercup (V2+ 3.0 2) 
 Nothing But Sunshine (V2 3.0 1) 
 Drain-O (V4- 3.0 1) 
 Angle (V3 3.0 1) 
 Warmup Slab (V-easy 3.0 1) 
 Pondering (V3+ 3.0 1) 
 Scary Holds (V3 3.0 1) 
 Hook (V2+ 3.0 1) 
 Hook Left (V2-3 3.0 1) 
 Crumb (V2+ 3.0 1) 
 Tipple Top (V2+ 3.0 1) 
 Reach (V3+ 3.0 1) 
 First Thing (V1- 2.0 2) 
 No Name Traverse (V-easy 2.0 2) 
 2 Scoop Shuffle (V2 2.0 1) 
 Halloween Whore Show (V4 2.0 1) 
 Spiney (V0-1 2.0 1) 
 K One (V1-2 2.0 1) 
 Sharp Edge Arete (V2- 2.0 1) 
 Easy Way Out (V3 2.0 1) 
 Who Gives a Huck? (V3 2.0 1) 
 Tri (V1 2.0 1) 
 Mini (V2 2.0 1) 
 Don't Do It (V4 1.0 1)",Big Cat Canyon (a.k.a. Spider Canyon),35.73759,-106.61764,https://www.mountainproject.com/route/108338742/buckle-up-buttercup,0.3010299956639812
"Pylon (aka Sleazestack Direct) (V1 3.0 2) 
 Shock Treatment (V3- 2.0 2) 
 Botox Treatment (V4 2.0 1) 
 Routine Expedition (V4-5 1.0 1)",Pylon Boulder,34.00102,-106.99126,https://www.mountainproject.com/route/120282562/pylon-aka-sleazestack-direct,0.3010299956639812
"Love Jug Center (V3- R 2.5 11) 
 Love Jug Right (V1 R 2.5 12) 
 Love Jug Left (V2 R 2.0 6)",Try Angular Area,36.03017,-104.32885,https://www.mountainproject.com/route/118697587/love-jug-center,1.041392685158225
Shipwrecked (V2 3.0 4),Shipwrecked Boulders,36.06448,-104.3681,https://www.mountainproject.com/route/116563131/shipwrecked,0.6020599913279624
"Buffamoo Pie (V4 3.0 2) 
 Utter Left (V1+ PG13 2.0 2) 
 Bush Bull (V2 2.0 1) 
 Utter Most (V2 PG13 2.0 1)",Senepol Boulder,32.34872,-106.59829,https://www.mountainproject.com/route/118739583/buffamoo-pie,0.3010299956639812
"Foot Switch Standard Start (V3-4 2.5 13) 
 Direct Line (V2 2.3 14) 
 Traverse (V4 2.3 8) 
 Swordfighter (V4 2.0 3)",Brett and Jill boulders,35.0832,-106.48106,https://www.mountainproject.com/route/106365241/foot-switch-standard-start,1.1139433523068367
"Straight Up (V1 3.0 3) 
 Left Overhang (V3-4 PG13 2.0 1)",Boulder B,35.1383,-106.4807,https://www.mountainproject.com/route/106630685/straight-up,0.47712125471966244
"Pump and Skunk (V1+ 3.0 3) 
 Ferngully (V0+ 2.5 4) 
 Rushed (V0- 2.3 3) 
 Skunk (V1 1.3 3)",Ferngully Boulder,32.36409,-106.55901,https://www.mountainproject.com/route/118152142/pump-and-skunk,0.47712125471966244
"Slabradoodle (V2 3.0 3) 
 Sunshine Slate (V1 3.2 5) 
 Mushroom Cap (V2 2.5 2) 
 Mushroom Prow (V2 2.3 3) 
 Highball Jugs (V0 2.5 2) 
 Slabbicus (V1 1.0 1)",South Face,36.07194,-104.35588,https://www.mountainproject.com/route/121731979/slabradoodle,0.47712125471966244
"Pyramid Slab (V2 3.0 3) 
 Stream Slab (V1 2.7 3)",Warm up Area,32.37022,-106.55561,https://www.mountainproject.com/route/116609150/pyramid-slab,0.47712125471966244
"Mayday (V1+ PG13 3.0 3) 
 No Way Out (V1-2 PG13 3.0 3) 
 Easy Way Out (V0 2.0 3) 
 Wicked Games (V0-1 2.0 2) 
 Achilles Folly (V2- PG13 2.0 1) 
 Constant Gardener (V-easy 1.0 1) 
 Gubbins (V0- 1.0 1) 
 Unnamed (V2- 1.0 1) 
 Unnamed (V1 1.0 1)",No Way Out Boulder,33.42855,-105.73316,https://www.mountainproject.com/route/117578880/mayday,0.47712125471966244
"Testament (V4 3.0 3) 
 Bumblecock (V4 2.7 3)",Ezekiel Wall,36.03171,-104.32627,https://www.mountainproject.com/route/119934654/testament,0.47712125471966244
"Streambed Traverse (High) (V1 3.0 3) 
 Huck (V3+ 3.0 3) 
 Right Roof (V4 2.0 1) 
 Stream Bed Low Traverse (V3 2.0 1) 
 Night Mission Right (V4 2.0 1)",Streambed,34.00538,-106.98843,https://www.mountainproject.com/route/121489828/streambed-traverse-high,0.47712125471966244
"Liar, Liar (V4+ 3.0 4) 
 Pocket Problem (V3+ 3.0 2)","Liar, Liar Boulder",35.685,-106.6566,https://www.mountainproject.com/route/106279218/liar-liar,0.6020599913279624
"Parking Arete (V2 2.9 7) 
 Funky Spider (V4 3.0 4) 
 Unknown (V3 3.0 2) 
 Puzzle Piece (V2 3.0 1) 
 Bloody Tissue Crack (V0+ 2.8 4) 
 Bloody Tissue/ Left Arete (V4 2.5 4) 
 Warm Up (V1 2.3 4) 
 Bloody Tissue Boulder Center Face (V0+ 2.2 5) 
 Thin Face Warm Up (V0+ 2.0 3) 
 Scoop Mantle (V4-5 2.0 1) 
 Thin Face Left (V4-5 2.0 1) 
 Backside of Choss highball (V2-3 1.8 4) 
 Unknown (V3-4 1.5 2) 
 Low Ball Lovers 1 (V3 1.3 3) 
 The Shinning (V2 1.3 3) 
 Low Ball Lovers 2 (V1-2 1.0 1)",Parking and Valley Floor,35.7282,-106.6237,https://www.mountainproject.com/route/106623347/parking-arete,0.8450980400142568
"ATP crack (V1 3.0 4) 
 Creatine (V1+ 2.7 3)",ATP crack,35.09785,-106.477,https://www.mountainproject.com/route/117406933/atp-crack,0.6020599913279624
"Doggy Biscotti (V3 3.0 5) 
 24 Hour Labor Party (V2 3.0 2) 
 Kitty Biscochito (V4 2.0 2)",Biscotti,36.02933,-104.3293,https://www.mountainproject.com/route/121886137/doggy-biscotti,0.6989700043360189
Bipartisan (5.11 V1+ 3.0 5),(00) The Right Wing,35.2347,-106.40599,https://www.mountainproject.com/route/114382846/bipartisan,0.6989700043360189
"Uphill A (V0 2.9 8) 
 Right Side Overhang (V2 2.6 7) 
 Left Arete (V3-4 2.7 3) 
 Uphill B (V0-1 2.2 6) 
 Grizzly Hands (V1+ 1.5 4)",Boulder A,35.13851,-106.48029,https://www.mountainproject.com/route/106601486/uphill-a,0.9030899869919435
"Butter Dish (V3 2.9 8) 
 Porcupine (V2 2.0 5)",Dylan's Secret Garden Bouldering,33.9858,-106.9896,https://www.mountainproject.com/route/106639590/butter-dish,0.9030899869919435
"Brown Creeper (V2 3.0 6) 
 Electric Spines (V1-2 2.8 6) 
 The Gate Agent (V4 3.0 2) 
 Tuff Dog (V1 2.7 3) 
 The Ramper (V4 2.5 2) 
 Tuff Grope (V4 2.5 2) 
 Tuff Strangle (V3+ 2.5 2) 
 Rail Riddler (V2 2.2 6) 
 Dark-eyed (V1-2 2.0 4) 
 Leaf-tosser (V2-3 2.0 3) 
 Titmouse (V3 2.0 2) 
 Nice Splitter (V2-3 2.0 2) 
 Nutcracker (V2-3 1.4 5) 
 Guppy Chompers (V-easy 1.5 2) 
 Tuff Arete (V4 1.0 2)",Cañon de Valle Boulders,35.85398,-106.36626,https://www.mountainproject.com/route/112178864/brown-creeper,0.7781512503836436
"The Nut Buster (V2+ 3.0 7) 
 T warmup (V0 2.0 4) 
 Fun (V0 2.0 2) 
 Soft Bulge (V1 PG13 0.7 3)",Other warm up,35.1367,-106.4808,https://www.mountainproject.com/route/108105289/the-nut-buster,0.8450980400142568
"The Flight (V-easy 3.0 7) 
 Liquid Courage (V4 2.7 3)",Bar Boulder,32.36291,-106.56046,https://www.mountainproject.com/route/116608317/the-flight,0.8450980400142568
"Yashapoopee's (V1 2.8 12) 
 High Tales Protest (V0 PG13 2.6 17) 
 Simulcast (V3 3.0 3) 
 Full Haul Traverse (V3 3.0 1) 
 Grandpa Smith (V2 2.4 9) 
 Crease (V2 2.5 4) 
 Grandpa Smith's Right Hand (V3 2.3 3) 
 The Shield (V2 2.2 10) 
 Northeast Arete (V1 2.0 6) 
 Mantel (V3+ 2.3 4) 
 Cave Slot (V0 2.0 3) 
 Rhino Syndrome Direct (V2) and Rhino Syndrom sds (V3) (V4 2.3 3) 
 Outcast (V4 2.0 2) 
 Spanky Direct (V3-4 2.0 1) 
 Timmy Shakakan (V3+ 1.7 3) 
 Timmy East Face (V2- 1.3 3) 
 Bloody Arete (V2 1.0 1) 
 Pie Hole (V2 1.0 1) 
 Nitro (V4+ -1.0 0)",Grandpa Smith Boulder,32.2238,-106.594,https://www.mountainproject.com/route/108044173/yashapoopees,1.0791812460476249
"Granite of The Apes (V1 2.8 11) 
 A Shoulder to Try On (V0- 2.4 11) 
 Whisper Sweet Nothings (V0 2.4 8) 
 Off The Cuff (V0+ 2.3 8)",The Gorilla,35.09845,-106.48041,https://www.mountainproject.com/route/111830438/granite-of-the-apes,1.041392685158225
"Surf Report (V4+ 3.0 8) 
 Righthand Arete (V1+ 1.7 3) 
 Charlie Don't Surf (V4 1.5 2)",Surf Report Boulder,36.3214,-105.7506,https://www.mountainproject.com/route/106803641/surf-report,0.9030899869919435
"Green Hueco Chile (V2- 2.8 13) 
 4-Skin (V4- 3.0 1) 
 Mild Green (V1+ 2.0 5) 
 El Pollo Verde (V0+ 2.0 5) 
 Slabzilla (V0- 1.4 7)",Boulder B,35.09755,-106.47646,https://www.mountainproject.com/route/108013482/green-hueco-chile,1.1139433523068367
"Yellow aka Top O' the Mornin'! (V0 PG13 2.9 11) 
 Blue (V2 PG13 3.0 6) 
 Red (V0 2.2 12) 
 Green (V-easy 2.3 8) 
 Purple aka End Slab (V1 2.3 7) 
 The Rainbow (V0+ 1.8 4)",Switchback Boulder,35.07825,-106.4799,https://www.mountainproject.com/route/116563914/yellow-aka-top-o-the-mornin,1.041392685158225
"Nothing Happening (V1 3.3 3) 
 Bib Fortuna (V0+ 2.7 3) 
 Drop off (V2 2.5 2)",Bright Star Boulders,36.65567,-105.97029,https://www.mountainproject.com/route/109273160/nothing-happening,0.47712125471966244
"Dynamite (V1 3.3 3) 
 Artillery (V2- 2.7 3) 
 Arms (V0 PG13 2.5 2) 
 Casualty (V1 2.0 2)",Ordnance Boulder,35.06686,-106.48028,https://www.mountainproject.com/route/118802559/dynamite,0.47712125471966244
"Tree Boulder Problem AKA Shattered Bottle (V2-3 3.0 10) 
 Easy Slab (V0- 2.0 4) 
 Tree Boulder Traverse (V2+ 2.3 3) 
 Tree Boulder Slab (V0+ 2.0 2) 
 Journey to the Sun (contrived) (V4 1.0 1)",Tree Boulder,34.00265,-106.99129,https://www.mountainproject.com/route/114237558/tree-boulder-problem-aka-shattered-bottle,1.0
"Armstrong (V3 3.1 8) 
 Warmup Traverse (V1 2.0 4) 
 Heffalump (V3 2.0 2) 
 Gastonometer (V4 2.0 2) 
 Brawndo (V3 2.0 1) 
 Unnamed (V1-2 1.4 5)",C) The Grotto,35.81739,-106.5321,https://www.mountainproject.com/route/107922077/armstrong,0.9030899869919435
"That One Crack (V3 3.5 2) 
 Unnamed (V1 1.5 2)",That One,35.04682,-106.47562,https://www.mountainproject.com/route/111730536/that-one-crack,0.3010299956639812
"Left (V3 3.7 3) 
 Right (V3+ 3.0 2) 
 Warm Up Left (V1 2.0 3) 
 Warm Up Direct (V1+ 2.0 3)",Dean Martin Boulder,35.04422,-106.47383,https://www.mountainproject.com/route/111501088/left,0.47712125471966244
Arete (V2+ 3.5 2),Boulder 1,32.34499,-106.5873,https://www.mountainproject.com/route/118760999/arete,0.3010299956639812
"Sports Challenge (Knobs) (V3 3.1 10) 
 Sunshine Face (V2-3 2.8 6) 
 The Crystal Ship (V4 2.4 5) 
 Broken Glass Arete (V3 2.3 4) 
 Corridor Problem 2 (V2 2.0 7) 
 Corridor Problem 3 (V3 2.0 4) 
 Masked Rider (V4+ 2.0 2) 
 Keelhauled (V4+ 2.0 1) 
 Corridor Problem 1 (V1 1.7 6) 
 Reachy (right of Sports Challenge) (V3 1.8 4) 
 Sporty?? (V4-5 1.0 1)",Crystal Ship and Glass House,35.076,-106.4406,https://www.mountainproject.com/route/106388220/sports-challenge-knobs,1.0
The McMillan Mystery (V3- 3.5 2),McMillan Camp Area,32.92504,-108.21041,https://www.mountainproject.com/route/123050333/the-mcmillan-mystery,0.3010299956639812
"Ted's Head (V4-5 3.5 2) 
 Luke's Lips (V2 2.3 3)",Ted Head Boulder,35.20563,-106.48527,https://www.mountainproject.com/route/120013197/teds-head,0.3010299956639812
"Cuban Arete (V0 3.5 2) 
 Cubic (V2-3 2.5 4) 
 Melvin’s Mill (V3 2.7 6)",Cuban,36.07019,-104.35479,https://www.mountainproject.com/route/121887620/cuban-arete,0.3010299956639812
"Perfect Hair Forever (V4+ 3.4 5) 
 Magic Mushroom (V2 2.6 16) 
 Four and One (V2 2.7 6) 
 Beer Helmet (V3 2.2 5) 
 Mellow Mushroom (V2 2.0 7) 
 Three Peck (V3 1.5 4)",Las Hermanas,33.98481,-106.98738,https://www.mountainproject.com/route/106337309/perfect-hair-forever,0.6989700043360189
Sunspot (V4 3.3 9),Solar Cave,36.04348,-104.31976,https://www.mountainproject.com/route/117878467/sunspot,0.9542425094393249
Hand Solo (V4 3.4 10),Ergonomic Boulder,36.0452,-104.31745,https://www.mountainproject.com/route/121792063/hand-solo,1.0
Left (V4 3.1 10),The Ozzy Boulder,35.09837,-106.47998,https://www.mountainproject.com/route/107490782/left,1.0
"Monkey Bars (V0+ 3.5 4) 
 Super Monkey Collider (V3 3.2 5)",Monkey Bars,33.9867,-106.9871,https://www.mountainproject.com/route/106640603/monkey-bars,0.6020599913279624
"Inundator (V1+ 3.5 4) 
 The Donkey Punch (V3+ 3.0 14) 
 Knob Goblin (PFVP) (V4 3.1 7) 
 Nard Gargler (V3 3.0 7) 
 Knob Goblin' (V2 2.6 8) 
 The Mountaineer (V0- 2.7 3) 
 Waterfall Boulder Middle aka Unknown (V1 2.4 7) 
 The Handrail Traverse (V0- 2.3 6) 
 Standard Exit (V0+ 2.1 8) 
 Rob's Arete (V2 2.0 7) 
 Green Wall (V0 WI3 2.0 1) 
 Rock Off (V3 1.4 5) 
 Fema Coffin Weenies (V-easy 1.5 2) 
 Rock On! (V2 1.0 3) 
 Country Rock (V3+ 0.5 2)",North Rd. West,35.8897,-106.3253,https://www.mountainproject.com/route/106270902/inundator,0.6020599913279624
Handlebar Willy (V1 3.5 4),Minor Wall,33.99242,-106.99215,https://www.mountainproject.com/route/112543205/handlebar-willy,0.6020599913279624
"Slab left (V0+ 2.3 29) 
 Layback arete (V1 2.4 27) 
 Slab left-center (V2 2.8 12) 
 Slab right (V1+ 2.7 14) 
 Slab right-center (V2+ 2.7 7) 
 Unknown Corner Route (V3 1.8 4)",Warmup Boulders (AKA Brett & Jill boulders) South Side,35.08313,-106.48109,https://www.mountainproject.com/route/106366421/slab-left,1.462397997898956
"Basecamp (V4 3.4 7) 
 Deep and Buried (V2 2.0 3) 
 Straight Up (V1 -1.0 0) 
 Mr Freeze (V2 -1.0 0) 
 Deep Six (V3 -1.0 0) 
 Cobble in a Blender (V4 -1.0 0) 
 Tasty Freeze (V4 -1.0 0) 
 Dana's Delight (V2 -1.0 0) 
 Ghetto Blaster (V3 -1.0 0)",45 Degree Boulder,36.3905,-106.1956,https://www.mountainproject.com/route/107974001/basecamp,0.8450980400142568
"The Ultimate Boulder Problem (V1 2.7 24) 
 Hardman Traverse (V2 2.9 15) 
 Northern Swine Overhang (V1 2.5 15) 
 Hardman Left (V3 2.7 3) 
 Middle Swine Overhang (V1 2.2 17) 
 Easy Swine Sitdown (V0 2.0 20) 
 Battle Arms (V3 2.5 2) 
 Africa Direct (V4 2.5 2) 
 Africa (V3 2.0 10) 
 Sloper Crimps (V1 2.3 3) 
 Marshall (V0-1 2.3 4) 
 Unknown (V0 1.8 12) 
 Shaved Chakra (V0 2.0 4) 
 Ultilactic (V1 2.0 3) 
 Enik (V2 2.0 2) 
 Tough Country Variation (V1+ 2.0 1) 
 1986 (V2 2.0 1) 
 Rough Caress (V2 2.0 1) 
 Unknown (V3 2.0 1) 
 Left Line (V0 1.6 7) 
 Will (V1 1.6 5) 
 Holly (V1 1.7 3) 
 The Bobbitt Maneuver (V1 1.3 3)",Ultimate Boulder,34.0033,-106.9905,https://www.mountainproject.com/route/107116667/the-ultimate-boulder-problem,1.380211241711606
"Football Problem (V4 2.8 18) 
 “The V3” (V2+ 2.9 7) 
 “The V2” (V2 2.1 7) 
 Warmup V1 (V1 2.0 2) 
 Leftmost Warmup (V2+ 2.0 1)",Bouldering Cave,35.0311,-106.3621,https://www.mountainproject.com/route/106337365/football-problem,1.255272505103306
Thumbelina (V4 2.9 21),Thumbelina,36.03068,-104.32858,https://www.mountainproject.com/route/117878899/thumbelina,1.3222192947339193
"Pookie Baby (V4- 3.5 6) 
 Mysterious Woman Right (V2 3.0 2) 
 Mysterious Woman (V1-2 2.4 5) 
 Dancing on Glass (V2 1.0 2)",NIMBY Boulder,32.37285,-106.55214,https://www.mountainproject.com/route/118178004/pookie-baby,0.7781512503836436
