Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Sphinx'ter Quits","Wall Area > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105910942/sphinxter-quits,2.8,-1,"Trad, Sport",5.8,1,80,49.7081,-123.141
"Burgers and Fries","Burgers and Fries > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105957572/burgers-and-fries,2.6,-1,"Trad, TR","5.7 PG13",1,60,49.70461,-123.14131
"Black Water","Petrifying Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106072648/black-water,3.9,-1,Sport,5.12a,1,120,49.6437,-123.2121
"Low Impact","Forgotten Wall > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105962603/low-impact,2.6,-1,Sport,5.10a,1,50,49.91054,-123.15621
"Rocky Horror","Upper Gully > Area 44 > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107805100/rocky-horror,3.5,-1,Sport,5.10-,1,70,49.84186,-123.14758
"Totally Clips","Up Among the Firs > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107235689/totally-clips,2.9,-1,Sport,5.10b,1,90,49.646,-123.2129
"Wings of Desire","(a) Great White > (f) White Walls > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106261946/wings-of-desire,3.9,-1,Sport,5.11b/c,1,100,49.44231,-119.56166
"Up From the Bog","The Bog Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105954031/up-from-the-bog,2.5,-1,"Trad, TR",5.8,1,50,49.6459,-123.2048
"Pipe Dream","Octopus Garden > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105963374/pipe-dream,2.5,-1,"Trad, TR",5.8,1,60,49.7081,-123.1346
"Corner Crack","Neat and Cool > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105966234/corner-crack,2.4,-1,"Trad, TR",5.7+,1,60,49.706,-123.1403
"Good Times","Fern Hill > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106327535/good-times,3.8,-1,Sport,5.11a,1,100,49.7224,-123.1025
Centurion,"The Outpost > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/111739226/centurion,3.5,-1,Sport,5.10b/c,6,550,49.93556,-123.15602
"No Name Road","Petrifying Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106527496/no-name-road,3.8,-1,Sport,5.11b,1,120,49.6437,-123.2121
"Sole Mate","Seal Cove > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106010408/sole-mate,3.3,-1,Sport,5.10b,1,,49.6369,-123.2149
"The Real Special Forces","(d) The Grooves > (a) The Fortress > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107145489/the-real-special-forces,3.6,-1,Sport,5.11a,1,60,49.43607,-119.56779
"One Scoop with Delicious Dimples","The Apron > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108645264/one-scoop-with-delicious-dimples,3.2,-1,"Trad, Sport",5.10c,5,600,49.6863,-123.14736
"Charlotte's Web","Conroy's Castle > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105960650/charlottes-web,2.4,-1,Sport,"5.9 PG13",2,130,49.90989,-123.15665
"The Goat","Mid Wall > Marble Canyon Rock > Marble Canyon > Cariboo > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/115145862/the-goat,3.2,-1,Sport,5.9,19,2100,50.85297,-121.70927
"Happy Day","Woodstock > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110140396/happy-day,2.8,-1,Sport,5.10a,1,65,49.64432,-123.2123
"The Relish Route","AMO Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108503837/the-relish-route,2.4,-1,Sport,5.8,3,236,49.67242,-123.15689
"Bullet the Blue Car","Conroy's Castle > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105960664/bullet-the-blue-car,2.8,-1,Sport,5.10d,1,50,49.90989,-123.15665
"The Raven and the Bear","(f) Raven's Castle > (g) Southern Crags > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106219357/the-raven-and-the-bear,3.5,-1,Sport,5.9,1,100,49.43903,-119.56173
"Move It On Over","Burgers and Fries > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105957617/move-it-on-over,2.5,-1,"Trad, TR",5.9,1,80,49.70461,-123.14131
"The Incredible Journey","Forgotten Wall > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106034530/the-incredible-journey,3.7,-1,Sport,5.12a,1,85,49.91054,-123.15621
"Face the Music","The Circus > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107199593/face-the-music,3.0,-1,Sport,5.12a,1,45,49.9065,-123.1619
"Emil and the Detectives","Conroy's Castle > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105962588/emil-and-the-detectives,2.5,-1,Sport,5.8,2,130,49.90989,-123.15665
"The Neutered Bovine","The Circus > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107199601/the-neutered-bovine,3.1,-1,Sport,5.11c,1,45,49.9065,-123.1619
"The Voodoo That You Do","Forgotten Wall > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105962596/the-voodoo-that-you-do,2.5,-1,Sport,5.10b,1,50,49.91054,-123.15621
"Looking Glass","(g) The Corridor > (a) The Fortress > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106229355/looking-glass,3.2,-1,Sport,5.10a,1,82,49.43607,-119.56779
"Genetic Mirror","(g) The Corridor > (a) The Fortress > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106404138/genetic-mirror,3.1,-1,Sport,5.10b,1,80,49.43607,-119.56779
"Dark Don't Lie","The Main Event > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106006022/dark-dont-lie,2.6,-1,Sport,5.11a,1,82,49.90478,-123.15582
"High Boltage Line","Burgers and Fries > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105857542/high-boltage-line,2.6,-1,Sport,5.10a,1,60,49.70461,-123.14131
"Xenolith Dance","Bulletheads South > The Bulletheads > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106084722/xenolith-dance,2.9,-1,Sport,5.10c,2,,49.67658,-123.1529
"Ants Go Marching","Fern Hill > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106327525/ants-go-marching,3.3,-1,Sport,5.10b,1,100,49.7224,-123.1025
"Yasgur's Farm","Woodstock > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110140392/yasgurs-farm,2.5,-1,Sport,5.9,1,65,49.64432,-123.2123
Magnet,"Sugarloaf > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107700123/magnet,2.6,-1,"Trad, TR",5.4,1,70,49.6457,-123.20551
Preface,"(c) Lower Red Tail > (b) Red Tail Group > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106218484/preface,2.7,-1,Sport,5.10a,1,80,49.43914,-119.56753
"Heavy Petting Action","Petrifying Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107758342/heavy-petting-action,2.6,-1,Sport,5.10b,1,90,49.6437,-123.2121
"Poster Boy","Up Among the Firs > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106007144/poster-boy,3.5,-1,"Trad, Sport",5.10+,1,100,49.646,-123.2129
"Veils of Illusion","The Bog Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105954044/veils-of-illusion,2.3,-1,"Trad, TR",5.9,1,50,49.6459,-123.2048
"Oscar's Slab","Zoe > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106418522/oscars-slab,1.6,-1,Sport,5.8,1,30,49.6445,-123.2081
"Power Windows","Penny Lane > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106081063/power-windows,2.9,-1,"Trad, Sport",5.11a,1,100,49.7049,-123.1378
"Wavy Gravy","Woodstock > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110587409/wavy-gravy,3.0,-1,Sport,5.10d,1,80,49.64432,-123.2123
"Lost Horizon","Seal Cove > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106010404/lost-horizon,3.1,-1,"Trad, Sport",5.10-,1,,49.6369,-123.2149
"Master of My Domain","The Crest > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105962620/master-of-my-domain,3.2,-1,Sport,5.9,1,160,49.9065,-123.1619
"Bottom Line","(b) Tottering Pillar > (j) Grand Canyon > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106406646/bottom-line,3.7,-1,Sport,5.11a,1,90,49.44214,-119.55729
"Mrs. Negative","Toxic Lichen > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108264985/mrs-negative,3.1,-1,Sport,5.12a,1,35,49.9072,-123.156
"Minor Skirmish","(d) The Grooves > (a) The Fortress > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106243849/minor-skirmish,3.1,-1,Sport,5.10b,1,75,49.43607,-119.56779
"Elastic Man","Petrifying Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108259493/elastic-man,3.5,-1,Sport,5.11c,1,65,49.6437,-123.2121
"St. Elmo's Fire","Electric Avenue > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117674610/st-elmos-fire,3.5,-1,Sport,5.8+,1,80,49.90291,-123.16106
Sacrilege,"Toxic Lichen > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109578862/sacrilege,3.1,-1,Sport,5.10a,3,240,49.9072,-123.156
"Yellow Beard","Grand Larceny > Rogues Gallery > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106447681/yellow-beard,3.6,-1,Sport,5.12a,1,70,49.9463,-123.1665
"Savage Beagle","The Main Event > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106006006/savage-beagle,2.3,-1,Sport,5.10a,1,60,49.90478,-123.15582
"Out of the Darkness and Into the Light","The Monastery > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117614196/out-of-the-darkness-and-into-the-light,4.0,-1,Sport,5.12a,1,50,49.90196,-123.15704
"The Daily Planet","The Sheriff's Badge > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106136892/the-daily-planet,3.8,-1,"Trad, Sport",5.12a,1,,49.686,-123.1415
"Sleeping Princess","Sleeping Princess Area (FTGU Centre) > From The Ground Up > Harrison Bluffs > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105995620/sleeping-princess,3.2,-1,"Trad, TR",5.9,1,45,49.2817,-121.7888
"Basic Black","(b) Red Tail South > (b) Red Tail Group > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106229391/basic-black,3.0,-1,Sport,5.10a,1,73,49.43919,-119.56743
"Snarling at the Greeter","(a) The Terraces > (j) Grand Canyon > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109551561/snarling-at-the-greeter,3.4,-1,Sport,5.10b,1,80,49.44181,-119.55762
"Back to the Garden","Woodstock > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110140386/back-to-the-garden,2.5,-1,Sport,5.9,1,65,49.64432,-123.2123
"The Flingus Cling","Petrifying Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106240366/the-flingus-cling,3.4,-1,Sport,5.12b,1,70,49.6437,-123.2121
"Test of the Ironman","(a) Great White > (f) White Walls > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109074347/test-of-the-ironman,3.5,-1,Sport,5.11b,1,115,49.44231,-119.56166
Naturopath,"(d) Doctors' Wall > (c) Doctors' Group > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106218514/naturopath,3.3,-1,Sport,5.11a,1,100,49.44324,-119.56601
"Brilliant Pebbles","(c) Grassy Glades > (h) Small Eastern Crags > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106229367/brilliant-pebbles,3.3,-1,Sport,5.10c,1,82,49.44142,-119.56071
"Sammy's Frog","Ronin's Corner > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107729157/sammys-frog,2.9,-1,Sport,5.10c,1,90,49.7035,-123.1376
"The Fleeing Heifer","The Circus > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106766001/the-fleeing-heifer,3.6,-1,Sport,5.12c,1,,49.9065,-123.1619
"(12) Blue de Jour","Preview > Area 44 > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107270238/12-blue-de-jour,2.7,-1,Sport,5.9,1,,49.8429,-123.1465
"Illicit Engagement","Lakit Lake > Kootenays East (Kimberly/Cranbrook) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109749090/illicit-engagement,3.9,-1,Sport,5.11b,1,70,49.70586,-115.64954
"The Spell","(d) Doctors' Wall > (c) Doctors' Group > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108164658/the-spell,3.8,-1,Sport,5.12a,1,100,49.44324,-119.56601
"Doctor MegaTrip","(d) Doctors' Wall > (c) Doctors' Group > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109052941/doctor-megatrip,3.5,-1,Sport,5.12a,1,,49.44324,-119.56601
"Triage Arete","Boulder Gully > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106235614/triage-arete,2.3,-1,Sport,5.9,1,70,49.7098,-123.1406
Stouthearted,"(b) Plum Wall > (a) The Fortress > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108164558/stouthearted,3.1,-1,Sport,5.10a,1,115,49.43577,-119.56764
Cytotoxic,"(b) East Face > (a) Diamondback > (g) Southern Crags > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109027175/cytotoxic,3.2,-1,Sport,5.11a,1,75,49.43707,-119.56157
"Stairway to Heaven","Grand Wall Area > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107253323/stairway-to-heaven,2.9,-1,Sport,5.10c,16,,49.68218,-123.14798
Gertrude,"The Milkman's Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/112069708/gertrude,2.8,-1,Sport,5.11c,1,30,49.6458,-123.2052
Shaggy,"Conroy's Castle > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106429154/shaggy,2.6,-1,Sport,5.9,1,60,49.90989,-123.15665
"The Heel Stone","Electric Avenue > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/116961810/the-heel-stone,3.3,-1,Sport,5.10b,1,60,49.90291,-123.16106
"Coronary Bypass","Respiration Rock > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108004982/coronary-bypass,2.8,-1,"Trad, TR",5.10a,1,40,49.7061,-123.1401
"A Prince Among Thieves","Quercus Cliff > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108266453/a-prince-among-thieves,3.7,-1,Sport,5.12b,1,85,49.6446,-123.2052
"The Boiler Room","Forgotten Wall > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106771722/the-boiler-room,3.5,-1,Sport,5.12c,1,,49.91054,-123.15621
"Burp the Worm","Fern Hill > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107080916/burp-the-worm,3.3,-1,Sport,5.11c,1,70,49.7224,-123.1025
"Where's the Remote?","Left/Central Main Wall > The Apron > Marble Canyon Rock > Marble Canyon > Cariboo > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117074865/wheres-the-remote,3.1,-1,Sport,5.9+,8,735,50.85129,-121.70446
"(9) I'm not against it","Preview > Area 44 > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107270232/9-im-not-against-it,2.6,-1,Sport,5.8,1,,49.8429,-123.1465
"Ancient Heart","Grand Larceny > Rogues Gallery > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106447696/ancient-heart,3.6,-1,Sport,5.11c,1,65,49.9463,-123.1665
Salvation,"(d) Doctors' Wall > (c) Doctors' Group > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109027220/salvation,3.6,-1,Sport,5.12b,1,60,49.44324,-119.56601
"Not Fade Away","(e) The Wave > (g) Southern Crags > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106191401/not-fade-away,3.6,-1,Sport,5.12b,1,50,49.43862,-119.56566
"Life in the Slow Lane","(a) The Terraces > (j) Grand Canyon > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106406654/life-in-the-slow-lane,3.4,-1,Sport,5.10b,1,80,49.44181,-119.55762
"Upper Black Dyke","Grand Wall Area > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106999932/upper-black-dyke,2.6,-1,Sport,5.10b,4,600,49.68218,-123.14798
"Under the Influence","Chuck Chuck Creek > Squamish Valley > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107780509/under-the-influence,3.8,-1,Sport,5.11a,1,70,49.98928,-123.31318
"Flight of the Fledgling","(c) Screeching Wall > (d) Maternal Group > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109027438/flight-of-the-fledgling,3.7,-1,Sport,5.11a,1,110,49.44559,-119.56457
"Shake Your Lettuce","Sully's Hangout > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107229953/shake-your-lettuce,2.8,-1,Sport,5.10d,1,70,49.36337,-123.02334
"Real TV","Foundation Wall > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106021977/real-tv,2.5,-1,Sport,5.10a,1,50,49.90943,-123.15594
"Momma's Buns","The Buttress > Eldred Valley > Powell River > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117256226/mommas-buns,4.0,-1,Sport,5.11c,3,250,50.15312,-124.22156
"Tilted Glass","(a) Another Buttress > (b) Red Tail Group > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/116778397/tilted-glass,3.5,-1,Sport,5.11b,1,50,49.43919,-119.56743
Orrgazmo,"(c) The Belfry > (j) Grand Canyon > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109074483/orrgazmo,3.6,-1,Sport,5.12a,1,20,49.44188,-119.55666
Paceline,"(b) East Face > (a) Diamondback > (g) Southern Crags > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119855919/paceline,4.0,-1,Sport,5.11b,1,100,49.43707,-119.56157
"Old Maid","Nubile Woman > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106018918/old-maid,2.3,-1,Sport,5.10a,1,,49.7061,-123.1401
"Railton Road","Electric Avenue > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117531784/railton-road,2.8,-1,Sport,5.10a,1,80,49.90291,-123.16106
"You Snooze You Lose","Main Wall > Nordic Rock > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106697704/you-snooze-you-lose,3.6,-1,Sport,5.10d,1,60,50.10323,-122.97871
Timorous,"(d) The Grooves > (a) The Fortress > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106243863/timorous,3.0,-1,Sport,5.10b/c,1,80,49.43607,-119.56779
"Time Machine","Mt Arrowsmith > Vancouver Island > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119568065/time-machine,4.0,-1,"Sport, Alpine",5.10b/c,6,600,49.23549,-124.59595
"No bolts","Shannon Falls Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/112006571/no-bolts,2.7,-1,TR,5.11a,1,90,49.66932,-123.15753
"Lowbrow Hijinks","Frolick > The Pillary > Area 44 > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114432092/lowbrow-hijinks,3.5,-1,Sport,5.10d,1,85,49.89467,-123.16417
"20 speed comfort","(b) East Face > (a) Diamondback > (g) Southern Crags > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/116810917/20-speed-comfort,3.8,-1,Sport,5.11c,1,,49.43707,-119.56157
"Air Mail","Lakit Lake > Kootenays East (Kimberly/Cranbrook) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109749347/air-mail,4.0,-1,Sport,5.12c,1,,49.70586,-115.64954
"The Torii Gate","Electric Avenue > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/116961864/the-torii-gate,3.3,-1,Sport,5.10c,1,42,49.90291,-123.16106
"Teetering on the Brink of Madness","The Apron > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107184977/teetering-on-the-brink-of-madness,3.9,-1,Sport,5.11a/b,4,400,49.6863,-123.14736
"Mohawks on Belay","Croissant Wall > Cedar Park > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/116845338/mohawks-on-belay,4.0,-1,Sport,5.11b,1,72,49.7764,-119.53531
"Seal Cove Traverse","Seal Cove > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106010400/seal-cove-traverse,2.8,-1,Sport,5.9,1,,49.6369,-123.2149
Kamikaze,"Lakit Lake > Kootenays East (Kimberly/Cranbrook) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109749256/kamikaze,3.4,-1,Sport,5.10c,1,,49.70586,-115.64954
