Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"The Wave","The Wave Boulder > 04-The Pearl Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/113802237/the-wave,3.0,-1,Boulder,V3,1,15,36.15948,-115.41463
"Poker Chips","Potato Chip > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/106650925/poker-chips,3.0,-1,Boulder,V0-1,1,,36.15937,-115.41662
"Welcome to Detroit","Sorange Boulder > 01-West Cluster > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/116190245/welcome-to-detroit,2.8,-1,Boulder,V4,1,,36.16095,-115.42416
"Dusty Coffee","Burnout Boulder > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/106732641/dusty-coffee,2.8,-1,Boulder,V4,1,12,36.15961,-115.41636
"The Lamb Chop","The Pork Chop Boulder > Gateway Canyon Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107385814/the-lamb-chop,2.8,-1,Boulder,V2,1,16,36.16403,-115.41266
"Ultimate Grandstaff","Ultimate Grandstaff > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107429192/ultimate-grandstaff,2.7,-1,Boulder,V4,1,15,36.15993,-115.4168
"Jenna's Jewelry","The Pearl > 04-The Pearl Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/106652010/jennas-jewelry,2.5,-1,Boulder,V3-4,1,10,36.15924,-115.41487
"Cherry Garcia","Red Spring (aka Turtle Shell) Boulder > Red Spring Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107453235/cherry-garcia,2.9,-1,Boulder,V3,1,15,36.1434,-115.42008
"Earth Angel","Angel Dyno > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/106705820/earth-angel,2.5,-1,Boulder,V2,1,8,36.15968,-115.4161
"Put Your Shoes on Arete","Wolfgang Güllich Memorial Boulder > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107430960/put-your-shoes-on-arete,2.5,-1,Boulder,V2+,1,10,36.1597,-115.4171
"Peruvian Flake","Peruvian Flake Boulder > 06-Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/108340253/peruvian-flake,3.5,-1,Boulder,V2,1,15,36.16039,-115.49716
"Monkey Crack","Monkey Bar Boulder > 05-East Cluster > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107849034/monkey-crack,2.4,-1,Boulder,V1,1,20,36.16154,-115.41099
"Southeast Face - SDS","The Butt Crack Boulder > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107430269/southeast-face-sds,2.4,-1,Boulder,V4-5,1,,36.1595,-115.4167
"The Spreader","The Pearl > 04-The Pearl Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/110224675/the-spreader,2.4,-1,Boulder,V0,1,10,36.15924,-115.41487
[Redacted],"[Redacted] > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107430933/redacted,2.3,-1,Boulder,V2,1,12,36.1596,-115.4168
"The Clam Bumper","The Pearl > 04-The Pearl Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/106652005/the-clam-bumper,2.3,-1,Boulder,V3,1,10,36.15924,-115.41487
Fluffer,"Warm-up Boulders Main > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/106657480/fluffer,2.3,-1,Boulder,V2-,1,15,36.15949,-115.41688
"Potato Chips Low","Potato Chip > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/114236573/potato-chips-low,2.6,-1,Boulder,V3-4,1,13,36.15937,-115.41662
"Black Warm-up","Black Warm-up North > Black Warm Up Boulders > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107003134/black-warm-up,2.1,-1,"Trad, Boulder",V-easy,1,,36.15945,-115.41749
"Dog Leash Boy","Hot Tub Club > 05-East Cluster > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/108021688/dog-leash-boy,2.8,-1,Boulder,V2,1,20,36.15988,-115.41296
"Right of Crack","Monkey Bar Boulder > 05-East Cluster > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/108731202/right-of-crack,2.1,-1,Boulder,V2,1,20,36.16154,-115.41099
"Northeast Face Center","The Pearl > 04-The Pearl Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/110224533/northeast-face-center,2.1,-1,Boulder,V1,1,10,36.15924,-115.41487
"Six Pack","The Pearl > 04-The Pearl Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107030486/six-pack,2.1,-1,Boulder,V0,1,11,36.15924,-115.41487
Fin,"Black Warm-up South > Black Warm Up Boulders > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107430182/fin,2.0,-1,Boulder,V3,1,12,36.15935,-115.41759
Prefunk,"Warm-up Boulders Main > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107430241/prefunk,1.9,-1,Boulder,V0,1,10,36.15949,-115.41688
"Backside Right","Warm-up Boulders Main > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107430912/backside-right,1.9,-1,Boulder,V1,1,10,36.15949,-115.41688
"Fin Face","Black Warm-up South > Black Warm Up Boulders > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107430169/fin-face,1.9,-1,Boulder,V0+,1,12,36.15935,-115.41759
"Brown Round Crack","Big Brown Boulder (aka Brown Round) > 06-Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107158760/brown-round-crack,3.0,-1,Boulder,V3,1,13,36.16069,-115.49781
"Smiley Face","[Redacted] > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107430940/smiley-face,2.3,-1,Boulder,V1,1,10,36.1596,-115.4168
"Cirque Du Soleil","Sweet Tooth Boulder > Red Spring Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/116499097/cirque-du-soleil,3.7,-1,Boulder,V3,1,10,36.14718,-115.42275
"Wald Face","Potato Chip > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/108731193/wald-face,2.5,-1,Boulder,V2,1,12,36.15937,-115.41662
"I Disagree","Bill's Boulder > 05-East Cluster > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/106657499/i-disagree,2.1,-1,Boulder,V1,1,12,36.15982,-115.41316
"Big Jugs","Warm-Up Boulder Two > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/106732680/big-jugs,2.5,-1,Boulder,V0,1,10,36.15928,-115.4147
"Crude Control","Lower Level - Left > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105800006/crude-control,1.6,-1,"Sport, Boulder","5.11d V3",1,,36.15536,-115.43609
Left,"Black Warm-up South > Black Warm Up Boulders > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107430176/left,1.7,-1,Boulder,V0,1,10,36.15935,-115.41759
"Van Betten Arête","Van Betten Boulder > 02-Cube Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/114239666/van-betten-arete,3.2,-1,Boulder,V3,1,10,36.16001,-115.41946
"Across the Choss","The Pearl > 04-The Pearl Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107030493/across-the-choss,1.8,-1,Boulder,V1,1,15,36.15924,-115.41487
"Le Cheval","Le Cheval > 15-Windy Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/108071132/le-cheval,3.4,-1,Boulder,V2,1,15,36.0141,-115.4615
"Southeast Face","The Butt Crack Boulder > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107430262/southeast-face,2.2,-1,Boulder,V3,1,10,36.1595,-115.4167
"Perked Up","Warm-Up Boulder Two > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/106732670/perked-up,2.6,-1,Boulder,V2+,1,10,36.15928,-115.4147
"Memento Mori","Memento Mori boulder > Gateway Canyon Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/114279975/memento-mori,3.7,-1,Boulder,V4,1,,36.16375,-115.41273
"Split Decision","Plumber's Crack > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/110174865/split-decision,2.7,-1,Boulder,V1,1,,36.15993,-115.41713
"Shady lady","Shady Lady Boulder > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/110224268/shady-lady,3.3,-1,Boulder,V2,1,20,36.16001,-115.41766
Betty,"Wolfgang Güllich Memorial Boulder > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107430965/betty,1.8,-1,Boulder,V1,1,10,36.1597,-115.4171
"The Sting","The Sting > 15-Windy Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/108022151/the-sting,3.7,-1,Boulder,V4,1,10,36.01573,-115.46059
"The Offering Scam","Tsunami Boulder > Red Spring Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107453246/the-offering-scam,2.7,-1,Boulder,V3,1,15,36.14773,-115.42215
"Wave Direct","The Wave Boulder > 04-The Pearl Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/115962906/wave-direct,2.3,-1,Boulder,V3,1,10,36.15948,-115.41463
"Heart and Sole Left","Heart and Sole > 01-West Cluster > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/120120004/heart-and-sole-left,2.7,-1,Boulder,V2,1,15,36.16079,-115.42375
"Silver Surfer","Tsunami Boulder > Washoe Boulders > Carson City Area > Western Nevada > Nevada",https://www.mountainproject.com/route/106303922/silver-surfer,3.3,-1,Boulder,V2,1,15,39.2423,-119.74024
"Picante Left","Picante Sauce > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107400755/picante-left,2.6,-1,Boulder,V1,1,10,36.1597,-115.41648
"Mountaineers Route","Tsunami Boulder > Washoe Boulders > Carson City Area > Western Nevada > Nevada",https://www.mountainproject.com/route/106303915/mountaineers-route,3.6,-1,Boulder,V2,1,20,39.2423,-119.74024
"Full Traverse","Potato Chip > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/106650933/full-traverse,2.8,-1,Boulder,V1-2,1,25,36.15937,-115.41662
"The Little V4","Natasha's Highball Boulder > 14-Black Velvet Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/112560964/the-little-v4,3.0,-1,Boulder,V4,1,10,36.03624,-115.46338
"Arete Right","Pyramid > 01-West Cluster > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/114126111/arete-right,2.5,-1,Boulder,V2,1,10,36.16103,-115.42392
"Leaning Wide Crack","Plumber's Crack > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/106629920/leaning-wide-crack,2.7,-1,Boulder,"5.9 V1",1,12,36.15993,-115.41713
"St. Louis","20 Degree Wall > Red Spring Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107338317/st-louis,2.6,-1,Boulder,V4-5,1,12,36.14352,-115.42035
"Total Devistation","The Cube > 02-Cube Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/111470042/total-devistation,3.0,-1,Boulder,V2,1,25,36.15974,-115.41913
"The Dead Heart","Outback Boulder > Gateway Canyon Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107385768/the-dead-heart,3.2,-1,Boulder,V4,1,20,36.16281,-115.40549
"Name Plate","Name Plate Boulder > 06-Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/111389644/name-plate,2.8,-1,Boulder,V4,1,10,36.16005,-115.49499
"The Groove","Lava Boulder > 02-Cube Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/110174761/the-groove,2.1,-1,Boulder,V1,1,,36.15987,-115.41915
Desert-erada,"Desert-erada Boulder > Ash Spring Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/108696801/desert-erada,3.8,-1,Boulder,V2,1,12,36.15832,-115.43105
"Trophy Crack","Trophy Crack > 04-Sandstone Quarry Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107982290/trophy-crack,4.0,-1,Boulder,"5.10- V0-1",1,12,36.17028,-115.45122
"Black Midget","Black Warm-up South > Black Warm Up Boulders > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107430198/black-midget,2.4,-1,Boulder,V2,1,20,36.15935,-115.41759
"Big Love","The Cube > 02-Cube Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/112430327/big-love,3.2,-1,Boulder,"V4 R",1,30,36.15974,-115.41913
"High Noon","The Sundial > Red Spring Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/106657537/high-noon,2.2,-1,Boulder,V2-3,1,12,36.14331,-115.42035
"The Seamstress","Road Cut Area > East Side > Somersett Boulders > * Reno Bouldering > Reno Area > Western Nevada > Nevada",https://www.mountainproject.com/route/107143547/the-seamstress,3.8,-1,Boulder,V1,1,14,39.51887,-119.90737
"Charleston Syndrome","Warm-up Boulders Main > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107116919/charleston-syndrome,2.3,-1,Boulder,V3,1,14,36.15949,-115.41688
"Cave In","Boulder B/Bat Cave > Washoe Boulders > Carson City Area > Western Nevada > Nevada",https://www.mountainproject.com/route/106310577/cave-in,3.1,-1,Boulder,V2,1,20,39.24209,-119.7402
"The Influencer","Influencer boulder > 02-First Pullout Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/120318821/the-influencer,4.0,-1,Boulder,V3,1,15,36.14538,-115.42794
"Movin Like Bernie","Lower West Side (Broken Promises boulder) > West Side > Somersett Boulders > * Reno Bouldering > Reno Area > Western Nevada > Nevada",https://www.mountainproject.com/route/107164947/movin-like-bernie,4.0,-1,Boulder,"5.7 V-easy",1,20,39.51669,-119.90758
Left,"Wolfgang Güllich Memorial Boulder > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107430973/left,1.9,-1,Boulder,V2-,1,,36.1597,-115.4171
"Right Lip Traverse","Potato Chip > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/108439752/right-lip-traverse,2.4,-1,Boulder,V2,1,,36.15937,-115.41662
"RIP My Pants","Bikini Bottom Boulder > Lake Tahoe Area > Western Nevada > Nevada",https://www.mountainproject.com/route/122611033/rip-my-pants,4.0,-1,Boulder,"V3 R",1,,39.27686,-119.96752
"Areet's Arête","Areet's Arete > The Dirty Rail Area > Little Springs Canyon Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/118206171/areets-arete,4.0,-1,Boulder,V3,1,16,36.15501,-115.4305
"Lunar right","Lunar Boulder > Galaxy Gully > 10-Oak Creek Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/116486790/lunar-right,4.0,-1,Boulder,V4-5,1,14,36.10918,-115.4824
"Sock Knocker","FIsh Head > 15-Windy Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/109765328/sock-knocker,3.0,-1,Boulder,"V3 PG13",1,30,36.01715,-115.46051
"Drop the Transmission*","Tickle Pickle Area > Little Springs Canyon Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/112836496/drop-the-transmission,3.2,-1,Boulder,V4,1,12,36.1544,-115.42731
Spice,"The Spice Boulder > Red Spring Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/119534511/spice,4.0,-1,Boulder,V4,1,20,36.14656,-115.42218
"The Slice","Stranded Boulders > Sand Harbor > Lake Tahoe Area > Western Nevada > Nevada",https://www.mountainproject.com/route/120648880/the-slice,4.0,-1,Boulder,V0,1,10,39.20037,-119.93276
"My wife's balls","Brown Warm Up Boulder > 14-Black Velvet Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/117965374/my-wifes-balls,4.0,-1,Boulder,V2,1,25,36.03495,-115.45771
Wavestorm,"The Pier Boulders > 04-Sandstone Quarry Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/115429901/wavestorm,4.0,-1,Boulder,"V1 R",1,25,36.16082,-115.44685
"Honest Abe","16-Southern Outcrops Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/118291537/honest-abe,4.0,-1,Boulder,V4,1,20,36.00599,-115.46114
"The Force is with You","Frigid Air Buttress Boulders > 07-Ice Box Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/108389903/the-force-is-with-you,4.0,-1,Boulder,V2-3,1,15,36.1437,-115.49187
"Es Gefällt Mir","Paiute Boulder > Paiute Boulders > Western Fringe Bouldering > * Keyhole Canyon Bouldering > Keyhole Canyon > Southern Nevada > Nevada",https://www.mountainproject.com/route/116556545/es-gefallt-mir,4.0,-1,Boulder,"V1 PG13",1,17,35.70914,-114.92903
"Peruvian Left","Peruvian Flake Boulder > 06-Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/111389405/peruvian-left,3.0,-1,Boulder,V3,1,15,36.16039,-115.49716
"Crackle Slab","Fallen Tower Boulder > Galena/Freeway Boulders > * Reno Bouldering > Reno Area > Western Nevada > Nevada",https://www.mountainproject.com/route/117035648/crackle-slab,4.0,-1,Boulder,V1,1,15,39.36289,-119.78352
"Canoe Boulder Traverse","Whale Beach > Lake Tahoe Area > Western Nevada > Nevada",https://www.mountainproject.com/route/122826430/canoe-boulder-traverse,4.0,-1,Boulder,V1,1,15,39.14657,-119.93424
"Right Traverse","Pyramid > 01-West Cluster > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/120096326/right-traverse,2.6,-1,Boulder,V1,1,10,36.16103,-115.42392
"Normal Spider Activity","Gatekeeper Boulder > Gateway Canyon Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/123396687/normal-spider-activity,4.0,-1,"TR, Boulder","V2 PG13",1,25,36.17038,-115.42447
"Leftmost Face","Black Warm-up South > Black Warm Up Boulders > 03-Main Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/112868569/leftmost-face,1.7,-1,Boulder,V-easy,1,5,36.15935,-115.41759
"Darwin Award","Monkey Bar Boulder > 05-East Cluster > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107513950/darwin-award,3.2,-1,Boulder,V2,1,10,36.16154,-115.41099
"Center Face","Monkey Bar Boulder > 05-East Cluster > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/108731189/center-face,2.1,-1,Boulder,V2-3,1,20,36.16154,-115.41099
"Tickle Pickle","Tickle Pickle Area > Little Springs Canyon Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/112836445/tickle-pickle,2.9,-1,Boulder,V4,1,,36.1544,-115.42731
"It's On (Left)","20 Degree Wall > Red Spring Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/111776128/its-on-left,2.4,-1,Boulder,V4-5,1,10,36.14352,-115.42035
"Shootin' Blanks","Shootin' Blanks > West Side > Somersett Boulders > * Reno Bouldering > Reno Area > Western Nevada > Nevada",https://www.mountainproject.com/route/106114572/shootin-blanks,3.8,-1,Boulder,V4,1,12,39.52792,-119.93766
"Bear Cave","Mecca > The Zephyrs > Lake Tahoe Area > Western Nevada > Nevada",https://www.mountainproject.com/route/116815807/bear-cave,3.4,-1,Boulder,V4,1,,39.02773,-119.93857
"Spring Board","Red Spring (aka Turtle Shell) Boulder > Red Spring Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107158794/spring-board,2.5,-1,Boulder,V3,1,18,36.1434,-115.42008
"Red Ball Jets","Lava Boulder > 02-Cube Area > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/110174744/red-ball-jets,2.0,-1,Boulder,V2,1,,36.15987,-115.41915
"Curious George","Monkey Bar Boulder > 05-East Cluster > Kraft Boulders > 01-Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/114000041/curious-george,2.2,-1,Boulder,V2-3,1,,36.16154,-115.41099
Bavmorda,"Big Brown Boulder (aka Brown Round) > 06-Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada",https://www.mountainproject.com/route/107158748/bavmorda,2.3,-1,Boulder,V2,1,13,36.16069,-115.49781
"Mexican Jacket","Vaya con Queso > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/110127474/mexican-jacket,3.6,-1,Boulder,V3,1,15,36.17209,-115.45449
