Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Tai Fighter","Enchanted boulders > Paradise Valley bouldering > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110937837/tai-fighter,3.6,-1,Boulder,V4,1,,49.83003,-123.14719
"Left Rib","(f) Viper > Grand Wall Boulders > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110698646/left-rib,3.4,-1,Boulder,V2,1,,49.68055,-123.15214
"Hulkster's Humpfest","(i) Lip-Smack > Grand Wall Boulders > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/111368755/hulksters-humpfest,2.7,-1,Boulder,V2,1,,49.68005,-123.15192
"American Gigalo","(f) Viper > Grand Wall Boulders > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110866396/american-gigalo,3.0,-1,Boulder,V3,1,,49.68055,-123.15214
"In Your Face","Yosemite Boulder > Pemberton Boulders > Sea to Sky (North of Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106474903/in-your-face,4.0,-1,Boulder,V3,1,15,50.3174,-122.8038
Twister,"(c) Titanic North > Grand Wall Boulders > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108505696/twister,2.5,-1,Boulder,V1,1,,49.67934,-123.15323
"Moby Dick","Downhill Sectors: Tier 4 > Downhill Sectors (The Tiers) > Godman Creek > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106821878/moby-dick,4.0,-1,Boulder,"V1 R",1,,49.3521,-123.2288
"Pale Face Direct","Pale Face > Hunter Creek Bouldering > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106415894/pale-face-direct,3.8,-1,Boulder,V1+,1,20,49.34949,-121.58175
"Mini Blade","Mini Blade > Bear Skull Sector > Hunter Creek Bouldering > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106735970/mini-blade,3.8,-1,Boulder,V4,1,,49.34954,-121.58126
"Grendel's Mother","Grendal's Mother > The Warm Up Sector > Hunter Creek Bouldering > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106468464/grendels-mother,4.0,-1,Boulder,"V4 R",1,25,49.34944,-121.58149
"The Full Traverse","Slesse Creek Bouldering > Slesse Creek > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106465389/the-full-traverse,4.0,-1,Boulder,V3,1,120,49.07734,-121.71151
"Battle of Five Armies (BFA)","Big Sky Boulder > Old Hope Bouldering > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106337714/battle-of-five-armies-bfa,4.0,-1,Boulder,V4,1,,49.3623,-121.5569
"Gollum's Impromptu Sacrifice","Neat and Cool > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117398522/gollums-impromptu-sacrifice,3.7,-1,"Trad, Boulder","5.8 V0",1,30,49.706,-123.1403
"Skin Graft","(g) Black Dyke > Grand Wall Boulders > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109356484/skin-graft,3.5,-1,Boulder,V4,1,,49.68113,-123.15165
"Frat Party","SFU Boulders > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119831366/frat-party,4.0,-1,Boulder,V4,1,10,49.274,-122.92948
Superdyke,"(n) Easy Chair > Grand Wall Boulders > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110653275/superdyke,3.1,-1,Boulder,V3+,1,,49.6808,-123.15225
Tree-Verse,"Big Chungus > Black Bear Boulders > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117370231/tree-verse,4.0,-1,Boulder,V1,1,40,49.30111,-122.69403
Dragoon,"Perry Creek Boulders > Kootenays East (Kimberly/Cranbrook) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119155461/dragoon,4.0,-1,Boulder,V4,1,,49.52675,-115.939
Enchanted,"Enchanted boulders > Paradise Valley bouldering > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110937976/enchanted,4.0,-1,Boulder,V4,1,,49.83003,-123.14719
"I Thought You Died Alone","Upper Slide > Elbow Lake Bouldering > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122128940/i-thought-you-died-alone,4.0,-1,Boulder,V1,1,,49.28072,-121.96117
"Lebanese Blonde","Golden Boulders > The Golden Woods > Ladybird Creek Boulders > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114550694/lebanese-blonde,4.0,-1,Boulder,V4,1,,49.42485,-117.72519
"The Heavenly Path","RFW > Beachside Boulders > Arrow Lake Bouldering > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114548887/the-heavenly-path,4.0,-1,Boulder,V4,1,,49.34406,-117.83468
Virunga,"Congo > Borderlands > Fantasyland Boulders > Arrow Lake Bouldering > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114529995/virunga,4.0,-1,Boulder,V2,1,,49.3528,-117.77087
"The Crack","Nicolum Knob > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106459801/the-crack,4.0,-1,Boulder,V1,1,17,49.3704,-121.3534
"Wild Kingdom","The Magic Kingdom > North Wall Boulders > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122696164/wild-kingdom,4.0,-1,Boulder,V3,1,,49.69406,-123.13367
"The Five Minute Slab","Apron Boulders > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114116691/the-five-minute-slab,4.0,-1,Boulder,V0,1,,49.6865,-123.1481
"Thunderbolt Traverse","Whytecliff Point > Whytecliff Park > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118829386/thunderbolt-traverse,4.0,-1,Boulder,V2,1,25,49.37235,-123.29348
"The Original","Warm Up Boulder > The Warm Up Sector > Hunter Creek Bouldering > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106422569/the-original,3.4,-1,Boulder,V1,1,,49.34949,-121.58129
"Dragon's Bridge","Frog Rock > Chehalis River Gorge > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/113493104/dragons-bridge,4.0,-1,Boulder,V2+,1,40,49.30106,-121.93915
"Fisheye Biceps","West Side Boulders > Cypress Falls > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121431495/fisheye-biceps,4.0,-1,Boulder,V2,1,,49.35219,-123.24129
"Half Moon","The Slayers > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121380321/half-moon,4.0,-1,Boulder,V3,1,15,49.47054,-119.50701
"Scoop Dogg","The Kelowna Boulderfields > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119259666/scoop-dogg,4.0,-1,Boulder,V3,1,,49.75959,-119.43395
"The Hoary Offwidth","West Side Boulders > Cypress Falls > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121431356/the-hoary-offwidth,4.0,-1,Boulder,V1,1,,49.35219,-123.24129
"Belly Flop Left","Sandy Cove > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121916166/belly-flop-left,4.0,-1,Boulder,V3,1,8,49.34095,-123.22758
Erratica,"Brothers Creek Erratic > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122214718/erratica,4.0,-1,Boulder,V3,1,10,49.36119,-123.14249
T-Rex,"The Kelowna Boulderfields > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119259555/t-rex,4.0,-1,Boulder,V0-,1,,49.75959,-119.43395
"Gold Star Lesbian","Echo Island Deep Water Soloing > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110938291/gold-star-lesbian,4.0,-1,Boulder,V4-5,1,30,49.33919,-121.78034
"Grandma G","Perry Creek Boulders > Kootenays East (Kimberly/Cranbrook) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119480422/grandma-g,4.0,-1,Boulder,V2,1,,49.52675,-115.939
Shablam!,"Spirit Boulders > Lower Right Stacks > The Stacks > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121017981/shablam,4.0,-1,Boulder,V4,1,10,49.358,-121.51294
"Sandy Cove Traverse","Sandy Cove > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121916210/sandy-cove-traverse,4.0,-1,Boulder,V2,1,20,49.34095,-123.22758
Jaws,"Moss Hollow > Cougar Canyon > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120481472/jaws,4.0,-1,Boulder,V4,1,10,50.18038,-119.27993
Shortcut,"Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119578691/shortcut,4.0,-1,Boulder,V0,1,,55.61555,-121.89393
"Static Cling","B-Branch Boulder (Static Cling Boulder) > B-Branch Boulders > Eldred Valley > Powell River > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119351664/static-cling,4.0,-1,Boulder,V4,1,12,50.13873,-124.20455
"Godman Gunsmoke","Roadside Area > Uphill Sectors > Godman Creek > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122177306/godman-gunsmoke,4.0,-1,Boulder,V2,1,45,49.3521,-123.2288
"The Warm Up Cave","Moss Hollow > Cougar Canyon > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120482218/the-warm-up-cave,4.0,-1,Boulder,V1,1,15,50.18038,-119.27993
"Hash Dreams","Raven's Cry Connector > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119229835/hash-dreams,4.0,-1,Boulder,V4+,1,14,49.48105,-123.86617
"Sweet Potato Fries","The Potato Slabs > Lower Right Stacks > The Stacks > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119079633/sweet-potato-fries,4.0,-1,Boulder,V4+,1,14,49.35798,-121.51295
"Painters Climb","Glacier Rock > Black Bear Boulders > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117370305/painters-climb,4.0,-1,Boulder,V2+,1,10,49.30197,-122.69291
"The Beginning","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119375277/the-beginning,4.0,-1,Boulder,V0,1,,55.61555,-121.89393
"Baby Bear","Bear Skull Boulders > Bear Skull Sector > Hunter Creek Bouldering > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119233602/baby-bear,4.0,-1,Boulder,V0,1,,49.34948,-121.58129
Wildhorse,"Central Park Boulders > Ymir Boulders > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120985535/wildhorse,4.0,-1,Boulder,V4,1,,49.26751,-117.20613
"The Ondra","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119456600/the-ondra,4.0,-1,Boulder,V4+,1,,55.61555,-121.89393
"The Past is Present","Gravity Train > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122052680/the-past-is-present,4.0,-1,Boulder,"V1 R",1,25,49.70563,-123.13987
Diversion,"Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119578747/diversion,4.0,-1,Boulder,V1,1,,55.61555,-121.89393
"Lean To","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119456578/lean-to,4.0,-1,Boulder,V1,1,,55.61555,-121.89393
"Stone Golem","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119482906/stone-golem,4.0,-1,Boulder,V1,1,,55.61555,-121.89393
"Glacier Mama","Berg Lake > Mount Robson Provincial Park > Rockies > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119301074/glacier-mama,4.0,-1,Boulder,V2,1,10,53.15452,-119.15501
"Sweet Spot","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119442389/sweet-spot,4.0,-1,Boulder,V4,1,,55.61555,-121.89393
"High Lift","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119578765/high-lift,4.0,-1,Boulder,V2,1,,55.61555,-121.89393
"Lean Back","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119482934/lean-back,4.0,-1,Boulder,V3,1,,55.61555,-121.89393
"Nawt Lews","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119375319/nawt-lews,4.0,-1,Boulder,V1,1,,55.61555,-121.89393
Pooket,"Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119375305/pooket,4.0,-1,Boulder,V1,1,,55.61555,-121.89393
"Leg Twist","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119375346/leg-twist,4.0,-1,Boulder,V3,1,,55.61555,-121.89393
"Tiny Tim","Downhill sectors: Tier 2 > Downhill Sectors (The Tiers) > Godman Creek > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114520926/tiny-tim,4.0,-1,Boulder,V3,1,,49.3521,-123.2288
Shineater,"Downhill Sectors: Tier 1 > Downhill Sectors (The Tiers) > Godman Creek > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114518181/shineater,4.0,-1,Boulder,V3,1,,49.3521,-123.2288
"Giving Birth","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119375332/giving-birth,4.0,-1,Boulder,V2,1,,55.61555,-121.89393
"Tipping Point","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119482834/tipping-point,4.0,-1,Boulder,V4,1,,55.61555,-121.89393
"Squeeze Me","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119442333/squeeze-me,4.0,-1,Boulder,V3,1,,55.61555,-121.89393
Ellipsis,"Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119442126/ellipsis,4.0,-1,Boulder,V3,1,,55.61555,-121.89393
"Rise and Shine","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119442215/rise-and-shine,4.0,-1,Boulder,V3,1,,55.61555,-121.89393
"Winding Down","Gravity Train > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122052644/winding-down,4.0,-1,Boulder,V0,1,10,49.70563,-123.13987
"Pearly Gates Traverse","Savannah > Syringa > Arrow Lake Bouldering > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114549029/pearly-gates-traverse,4.0,-1,Boulder,V4,1,,49.35032,-117.8867
"Marshmallow Man","Downhill Sectors: Tier 1 > Downhill Sectors (The Tiers) > Godman Creek > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114518015/marshmallow-man,4.0,-1,Boulder,V0,1,,49.3521,-123.2288
"High Society","High Society Boulders > Ladybird Creek Boulders > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114972752/high-society,4.0,-1,Boulder,V3,1,,49.42326,-117.72591
"Marcus' Warm-Up","Tourista Boulder > Bealby Boulders > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114450466/marcus-warm-up,4.0,-1,Boulder,V0,1,,49.51535,-117.26322
Bushido,"Fukushima > Ponderosa Boulders > Arrow Lake Bouldering > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114543634/bushido,4.0,-1,Boulder,V2,1,,49.3462,-117.80066
"Duff Man","Duff Man Boulder > The Range Boulders > Arrow Lake Bouldering > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114972963/duff-man,4.0,-1,Boulder,V3,1,,49.34889,-117.79738
"The Green Face Traverse","The Green Face Boulder > Bealby Boulders > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114450167/the-green-face-traverse,4.0,-1,Boulder,V3,1,,49.51619,-117.26208
"The Axe","Cave Boulders > Grohman Narrows Bouldering > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114467290/the-axe,4.0,-1,Boulder,V3,1,,49.49186,-117.33419
"The Amazing Kokanee Lip Traverse","Glacier Boulder > Kokanee Lake Boulders > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114619679/the-amazing-kokanee-lip-traverse,4.0,-1,"Boulder, Alpine",V3,1,,49.75158,-117.18046
"Long Forgotten","Gravity Train > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122052669/long-forgotten,4.0,-1,Boulder,"V0+ PG13",1,20,49.70563,-123.13987
"The Dolphin","The Dolphin Boulders > Ladybird Creek Boulders > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114600812/the-dolphin,4.0,-1,Boulder,V2,1,,49.42672,-117.72814
Wonderland,"Wonderland Boulder > Kokanee Lake Boulders > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114619519/wonderland,4.0,-1,"Boulder, Alpine",V4,1,,49.75215,-117.18104
Supernatural,"Supernatural Boulder > Ladybird Creek Boulders > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114600248/supernatural,4.0,-1,Boulder,V4,1,,49.42492,-117.72593
"Sky Babies","The Chieftain Sector > The Hope Slide > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/113070119/sky-babies,4.0,-1,Boulder,"V4- PG13",1,,49.30222,-121.26413
"Low Water Layback","Atlantis > Beachside Boulders > Arrow Lake Bouldering > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114548840/low-water-layback,4.0,-1,Boulder,V1,1,,49.34241,-117.83391
"Shootin Ropes","Warm Up Area > Lower Left Stacks > The Stacks > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110365530/shootin-ropes,4.0,-1,Boulder,V3-4,1,12,49.35798,-121.51294
Sega,"Sega Boulder > The Terrace > Keenlyside Boulders > Arrow Lake Bouldering > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114543174/sega,4.0,-1,Boulder,V4,1,,49.34558,-117.7509
"Apple Mango Tango","Lynx > Cat Boulders > Arrow Lake Bouldering > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114543682/apple-mango-tango,4.0,-1,Boulder,V2,1,,49.34459,-117.80206
"The Cunning Coyote","Ponderosa > Ponderosa Boulders > Arrow Lake Bouldering > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114543557/the-cunning-coyote,4.0,-1,Boulder,V1,1,,49.3462,-117.80065
18,"18 Boulder > Lower Right Stacks > The Stacks > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110365660/18,4.0,-1,Boulder,V4,1,18,49.35798,-121.51295
Meatgrinder,"Old Unsorted Routes > Stillwater > Powell River > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106336579/meatgrinder,4.0,-1,"TR, Boulder","5.10c/d V1",1,20,49.75807,-124.31172
"Nate's Roof","Cave Boulder > Bum's Grotto > Cobbles Bouldering > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/113369530/nates-roof,4.0,-1,Boulder,V4-5,1,14,49.36216,-121.45245
"Satan is Your Lord Now","Dimension X > Silver Lake > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110919830/satan-is-your-lord-now,4.0,-1,Boulder,"V2-3 X",1,30,49.31969,-121.42601
"The Electric Fence","Dimension X > Silver Lake > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110919977/the-electric-fence,4.0,-1,Boulder,V4,1,25,49.31969,-121.42601
"Something Wicked This Way Comes","Dimension X > Silver Lake > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110921222/something-wicked-this-way-comes,4.0,-1,Boulder,V2,1,20,49.31969,-121.42601
"Touching The Void","Dimension X > Silver Lake > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110919852/touching-the-void,4.0,-1,Boulder,V1-2,1,20,49.31969,-121.42601
"There and Back","Slesse Creek Bouldering > Slesse Creek > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106466548/there-and-back,4.0,-1,Boulder,V4,1,,49.07734,-121.71151
"Pitch Mouth","Old Unsorted Routes > Stillwater > Powell River > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107446442/pitch-mouth,4.0,-1,Boulder,V2,1,,49.75807,-124.31172
Speedbump,"Cabin Fever Boulders > Silver Lake > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106585875/speedbump,4.0,-1,Boulder,V4,1,,49.3595,-121.4723
"man of war","Stave Lake > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108239000/man-of-war,4.0,-1,"Trad, Boulder","5.9 V2",1,60,49.338,-122.3083
"Twilight Games","Cyberia (Hartland) > Vancouver Island > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106885854/twilight-games,4.0,-1,Boulder,V4,1,,49.0018,-124.2389
"Nineteen Year Old's Luck","Cyberia (Hartland) > Vancouver Island > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106885862/nineteen-year-olds-luck,4.0,-1,Boulder,V4,1,,49.0018,-124.2389
Unknown7,"Shipwreck Boulders > Cobbles Bouldering > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108068521/unknown7,4.0,-1,Boulder,V4,1,,49.3594,-121.4587
NewSchool,"Old Unsorted Routes > Stillwater > Powell River > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107446397/newschool,4.0,-1,Boulder,V3,1,,49.75807,-124.31172
Huck,"Campground Boulders > Comox Lake > Vancouver Island > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106783825/huck,4.0,-1,Boulder,V3,1,,49.62679,-125.08622
"Ace in the Hole","Cancer Tree > Oregon Jack > Kamloops > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108074285/ace-in-the-hole,4.0,-1,Boulder,V1,1,,50.6372,-121.49669
"Come As You Are","The Gate > Cobbles Bouldering > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108126742/come-as-you-are,4.0,-1,Boulder,V3,1,20,49.3594,-121.4587
