Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Buoux Crack","Buoux Area > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106402469/buoux-crack,3.4,-1,Boulder,"V1 R",1,30,39.30718,-111.18428
"Don't Leave Too Soon","Riverside Boulders > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107610002/dont-leave-too-soon,3.4,-1,Boulder,V3,1,15,39.27864,-111.22785
"Riverside Arete","Shivers Boulder > The Riverside > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107243764/riverside-arete,3.4,-1,Boulder,V3,1,15,40.57134,-111.75712
"America's Playground","Right Sign Area > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/111849832/americas-playground,3.5,-1,Boulder,V1-2,1,25,39.27583,-111.22354
"Self Service","Self Service > New Joe's > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106016652/self-service,3.4,-1,Boulder,V4,1,15,39.30663,-111.11454
"Standard Overhang","The Standard Overhang Boulder > Gate Boulders > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106052006/standard-overhang,3.4,-1,Boulder,V3,1,10,40.57195,-111.75315
Golden,"Golden Boulder > Land of a Thousand Boulders > Triassic > Central Utah > Utah",https://www.mountainproject.com/route/105904208/golden,3.6,-1,Boulder,V1,1,16,39.33663,-110.74258
"Green Slab Center","Gate Boulder > Gate Boulders > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106516513/green-slab-center,3.3,-1,Boulder,"V0 R",1,25,40.57179,-111.75293
"Surprise Ending","Gate Boulder > Gate Boulders > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106516552/surprise-ending,3.3,-1,Boulder,V3,1,15,40.57179,-111.75293
"The Offwidth","Offwidth Boulder > Goldy & Offwidth Areas > Secret Garden > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/109551316/the-offwidth,3.2,-1,Boulder,"5.7 V0+",1,,40.5725,-111.77336
"Washed Up","The Wash Boulder > Big Bend Bouldering Area > River Road > Southeast Utah > Utah",https://www.mountainproject.com/route/106588054/washed-up,3.2,-1,Boulder,V4,1,,38.65106,-109.48391
"Secret Garden Arete","Copperhead Boulder > Secret Garden > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106314877/secret-garden-arete,3.2,-1,Boulder,V2,1,15,40.57212,-111.77269
Baldy,"5 Mile Boulders > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107666102/baldy,3.2,-1,Boulder,V4,1,10,40.57223,-111.75618
"Shingles Stand Start","Tiger Stripe Boulder > Secret Garden > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106668644/shingles-stand-start,3.2,-1,Boulder,V4+,1,,40.57273,-111.77221
Thriller,"No Substance > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107187788/thriller,3.7,-1,Boulder,"V0 R",1,35,39.31204,-111.18748
"Pimpn' Jeans","The Closet > New Joe's > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106028821/pimpn-jeans,3.1,-1,Boulder,V3-4,1,,39.3084,-111.11504
"Jack's Slab","Fat Albert Boulder > Cabbage Patch > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106516605/jacks-slab,3.1,-1,Boulder,V2,1,10,40.57213,-111.76975
"Super Sloper","Area 51 > New Joe's > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/105880412/super-sloper,3.1,-1,Boulder,V3,1,,39.30641,-111.11371
Chexmix,"Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107183677/chexmix,3.1,-1,Boulder,V2,1,12,39.28806,-111.17621
"Fist Crack","Crack Boulder > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106148408/fist-crack,3.1,-1,Boulder,"5.7 V0+",1,,39.27402,-111.19141
"Fat Albert Gang","Fat Albert Boulder > Cabbage Patch > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106118905/fat-albert-gang,3.1,-1,Boulder,V3,1,,40.57213,-111.76975
Scary,"Area 51 > New Joe's > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106389237/scary,3.1,-1,Boulder,V3,1,20,39.30641,-111.11371
"Big Mouth","5 Mile Boulders > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107200889/big-mouth,3.0,-1,Boulder,"5.9 V1",1,15,40.57223,-111.75618
"Joe Cool","Area 51 > New Joe's > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106721092/joe-cool,3.1,-1,Boulder,"V3 R",1,20,39.30641,-111.11371
Sentinel,"Sentinel Boulder > Sentinel Area > Moe's Valley > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/109947810/sentinel,3.0,-1,Boulder,V2,1,,37.06927,-113.6274
Isosceles,"Man Size > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107176443/isosceles,3.0,-1,Boulder,V4,1,15,39.28916,-111.18067
"Double Dyno","Double Dyno Boulder > Cabbage Patch > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106474250/double-dyno,3.0,-1,Boulder,V2,1,9,40.57207,-111.76972
"The Goose","South-West End/Pink Lady Area > Moe's Valley > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/108139554/the-goose,3.0,-1,Boulder,V4,1,,37.06494,-113.63155
Hermione,"Tee Pee Boulder > Tee Pee Area > Moe's Valley > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/107900274/hermione,3.0,-1,Boulder,V3,1,,37.06561,-113.63056
"Dan's Problem","All Thumbs Boulder > Secret Garden > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106009045/dans-problem,3.0,-1,Boulder,"V4 PG13",1,13,40.57226,-111.7727
"Direct North Face of Shothole","All Thumbs Boulder > Secret Garden > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105740063/direct-north-face-of-shothole,3.0,-1,Boulder,V0,1,10,40.57226,-111.7727
"Bobcat in the Kiparoo","Big Joe > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107503043/bobcat-in-the-kiparoo,3.0,-1,Boulder,V4,1,,39.27905,-111.22764
"Better Than Coffee","Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106402445/better-than-coffee,3.0,-1,Boulder,V3,1,15,39.29932,-111.18218
Steamfunk,"South End > Moe's Valley > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/112450664/steamfunk,3.1,-1,Boulder,V2,1,,37.06292,-113.63082
"Takin' It to the Ground","Pack Rat Boulder > Sentinel Area > Moe's Valley > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/110504358/takin-it-to-the-ground,2.9,-1,Boulder,V3,1,,37.06941,-113.62741
"Admiral Nelson","Man Size > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107866156/admiral-nelson,3.0,-1,Boulder,V1-2,1,17,39.28916,-111.18067
"Buoux Problem","Buoux Area > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/105938549/buoux-problem,2.9,-1,Boulder,V3,1,12,39.30718,-111.18428
"Indian Steps","Eden II > Eden > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/114079896/indian-steps,3.2,-1,Boulder,V4-,1,12,39.27745,-111.22498
"Dean Problem - Arete","Fat Albert Boulder > Cabbage Patch > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105802781/dean-problem-arete,2.9,-1,Boulder,V2,1,16,40.57213,-111.76975
"Bad Genes","The Closet > New Joe's > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106136234/bad-genes,2.9,-1,Boulder,V3,1,,39.3084,-111.11504
"Stumblebum Traverse","Area 51 > New Joe's > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107933321/stumblebum-traverse,2.9,-1,Boulder,V4,1,,39.30641,-111.11371
"Smiley Right","5 Mile Boulders > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107521176/smiley-right,2.9,-1,Boulder,V4,1,15,40.57223,-111.75618
"Reach Around","UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106307456/reach-around,2.8,-1,Boulder,V3,1,,39.30349,-111.18319
Appollo,"Goldy Boulder > Goldy & Offwidth Areas > Secret Garden > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106430325/appollo,2.8,-1,Boulder,V0,1,15,40.57248,-111.77343
"Hand Crack","Crack Boulder > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106148465/hand-crack,2.8,-1,Boulder,"5.9+ V2",1,20,39.27402,-111.19141
"Silly Wabbit","Flat Top Boulder > Big Bend Bouldering Area > River Road > Southeast Utah > Utah",https://www.mountainproject.com/route/107492628/silly-wabbit,2.8,-1,Boulder,V3+,1,,38.65048,-109.48474
"Mr. Trujillo's Big Day","Flat Top Boulder > Big Bend Bouldering Area > River Road > Southeast Utah > Utah",https://www.mountainproject.com/route/105916291/mr-trujillos-big-day,2.8,-1,Boulder,V2-3,1,12,38.65048,-109.48474
"Dem' Bones","Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106537327/dem-bones,2.8,-1,Boulder,V3,1,12,39.29932,-111.18218
"Device Ignitor Right","Device Ignitor Boulder > Moe's Valley > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/106676131/device-ignitor-right,2.8,-1,Boulder,V3,1,,37.0657,-113.63101
Dyno,"Man Size > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/105880660/dyno,2.8,-1,Boulder,V4,1,,39.28916,-111.18067
"Slots of Fun","The Black Box > Big Bend Bouldering Area > River Road > Southeast Utah > Utah",https://www.mountainproject.com/route/106115881/slots-of-fun,2.8,-1,Boulder,V2,1,,38.65078,-109.48395
Lanky,"Crack Boulder > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106148394/lanky,2.8,-1,Boulder,V3,1,,39.27402,-111.19141
"Beer Belly","Crack Boulder > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106148416/beer-belly,2.8,-1,Boulder,V3,1,,39.27402,-111.19141
"Green Face","5 Mile Boulders > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107200905/green-face,2.7,-1,Boulder,V3,1,10,40.57223,-111.75618
"Split Decision","Split Decision > Big Bend Bouldering Area > River Road > Southeast Utah > Utah",https://www.mountainproject.com/route/107929219/split-decision,2.7,-1,Boulder,V1-2,1,12,38.65078,-109.48395
"Sling Blade","Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106770019/sling-blade,2.7,-1,Boulder,V4,1,12,39.29932,-111.18218
"Pimper's Paradise","No Substance > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107187807/pimpers-paradise,3.0,-1,Boulder,V4,1,10,39.31204,-111.18748
"Don't Fall","Swamp Boulders > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105895949/dont-fall,3.6,-1,Boulder,V3,1,16,40.57076,-111.75079
Obscelete,"Man Size > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107185531/obscelete,2.7,-1,Boulder,V2,1,15,39.28916,-111.18067
"The Wave","Mine Cart Area > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107185331/the-wave,2.7,-1,Boulder,V3,1,12,39.27527,-111.2066
"Warm Me Up, Scotty","Area 51 > New Joe's > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/105880686/warm-me-up-scotty,2.6,-1,Boulder,V1,1,,39.30641,-111.11371
Obtuse,"Man Size > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107176433/obtuse,2.7,-1,Boulder,V3,1,15,39.28916,-111.18067
"Hueco Cranks","The Hueco Traverse Boulder > Big Bend Bouldering Area > River Road > Southeast Utah > Utah",https://www.mountainproject.com/route/107624646/hueco-cranks,2.6,-1,Boulder,V2,1,10,38.65078,-109.48395
"Mono E Mono","Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106016223/mono-e-mono,2.6,-1,Boulder,V4,1,12,39.28806,-111.17621
Fungus,"Fat Albert Boulder > Cabbage Patch > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108373526/fungus,2.6,-1,Boulder,V4-5,1,10,40.57213,-111.76975
"Dirt and Grime","Crack Boulder > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106148456/dirt-and-grime,2.6,-1,Boulder,V3,1,,39.27402,-111.19141
"Center Start","The Black Box > Big Bend Bouldering Area > River Road > Southeast Utah > Utah",https://www.mountainproject.com/route/106115877/center-start,2.5,-1,Boulder,V1,1,,38.65078,-109.48395
Chi,"Riverside Boulders > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106023761/chi,2.6,-1,Boulder,V3,1,,39.27864,-111.22785
"Surprise Velocity","Duality > Sentinel Area > Moe's Valley > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/110320540/surprise-velocity,2.5,-1,Boulder,V0,1,12,37.0695,-113.62738
"To Infinity","Riverside Boulders > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106023766/to-infinity,2.5,-1,Boulder,"V1 PG13",1,,39.27864,-111.22785
Devastator,"Man Size > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/108129240/devastator,2.5,-1,Boulder,V4,1,18,39.28916,-111.18067
"Wash Out","Crack Boulder > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106148445/wash-out,2.5,-1,Boulder,V2+,1,20,39.27402,-111.19141
"The Rich","Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107559992/the-rich,2.7,-1,Boulder,V4,1,,39.28806,-111.17621
Desperate,"The Closet > New Joe's > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106389262/desperate,2.5,-1,Boulder,V2,1,10,39.3084,-111.11504
"The Flake","Flake Boulder > Gate Boulders > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106516573/the-flake,2.4,-1,Boulder,V1-,1,10,40.57203,-111.75296
"Go Right","All Thumbs Boulder > Secret Garden > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105740069/go-right,2.6,-1,Boulder,V3,1,10,40.57226,-111.7727
K-Town,"Riverside Boulders > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107937793/k-town,2.4,-1,Boulder,V3-4,1,,39.27864,-111.22785
Desperado,"The Closet > New Joe's > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107933086/desperado,2.4,-1,Boulder,V1,1,,39.3084,-111.11504
"Surfs Up","Mine Cart Area > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107185346/surfs-up,2.4,-1,Boulder,V1-,1,10,39.27527,-111.2066
"Gettin' Warmer","Area 51 > New Joe's > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/105881031/gettin-warmer,2.4,-1,Boulder,V2,1,,39.30641,-111.11371
E.B.P.,"Everybody's Boulder > Gate Boulders > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106082444/ebp,3.0,-1,Boulder,V3,1,15,40.57197,-111.75293
Lamar,"The Closet > New Joe's > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107933108/lamar,2.4,-1,Boulder,V1,1,,39.3084,-111.11504
Dustbuster,"The Small One > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106016249/dustbuster,2.3,-1,Boulder,V3,1,12,39.30314,-111.18272
"UMWA Problem","UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106016416/umwa-problem,2.3,-1,Boulder,V2,1,15,39.30349,-111.18319
Midget,"The Small One > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106016256/midget,2.3,-1,Boulder,V3,1,12,39.30314,-111.18272
"Stinky Jeans","The Closet > New Joe's > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107933116/stinky-jeans,2.3,-1,Boulder,V2,1,,39.3084,-111.11504
Cornered,"Tee Pee Boulder > Tee Pee Area > Moe's Valley > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/107900255/cornered,2.3,-1,Boulder,V0,1,,37.06561,-113.63056
"Leftover Lover","Flat Top Boulder > Big Bend Bouldering Area > River Road > Southeast Utah > Utah",https://www.mountainproject.com/route/106115860/leftover-lover,2.2,-1,Boulder,V0,1,,38.65048,-109.48474
"Washing Machine","The Wash Boulder > Big Bend Bouldering Area > River Road > Southeast Utah > Utah",https://www.mountainproject.com/route/107633000/washing-machine,3.0,-1,Boulder,V2,1,10,38.65106,-109.48391
"Easy Arete","All Thumbs Boulder > Secret Garden > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105740060/easy-arete,2.3,-1,Boulder,V0-1,1,20,40.57226,-111.7727
"And Beyond","Riverside Boulders > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107937811/and-beyond,2.4,-1,Boulder,V2,1,,39.27864,-111.22785
"Flying Carpet","Goldy Boulder > Goldy & Offwidth Areas > Secret Garden > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108226486/flying-carpet,3.0,-1,Boulder,V4,1,12,40.57248,-111.77343
"The Plank","Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/114213461/the-plank,2.7,-1,Boulder,V2,1,,39.29932,-111.18218
"Snake Bite","Area 51 > New Joe's > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106307444/snake-bite,2.7,-1,Boulder,V3,1,,39.30641,-111.11371
"Circus Freak","Double Dyno Boulder > Cabbage Patch > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107200923/circus-freak,2.1,-1,Boulder,V2,1,10,40.57207,-111.76972
Can-Can,"Tee Pee Boulder > Tee Pee Area > Moe's Valley > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/108482128/can-can,2.1,-1,Boulder,V1,1,,37.06561,-113.63056
"Center Direct","The Black Box > Big Bend Bouldering Area > River Road > Southeast Utah > Utah",https://www.mountainproject.com/route/109054130/center-direct,2.7,-1,Boulder,V3,1,15,38.65078,-109.48395
Tweakers,"Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107939465/tweakers,2.1,-1,Boulder,V2,1,,39.29932,-111.18218
"Canadians Finest","Man Size > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107432279/canadians-finest,2.1,-1,Boulder,V1,1,,39.28916,-111.18067
"Moose Drool","Man Size > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/108129224/moose-drool,2.1,-1,Boulder,V2,1,12,39.28916,-111.18067
"True Love","Riverside Boulders > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107937805/true-love,2.1,-1,Boulder,V2,1,,39.27864,-111.22785
Shit,"Riverside Boulders > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107937786/shit,2.1,-1,Boulder,V4,1,,39.27864,-111.22785
"K-Town V1 Left","Riverside Boulders > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107177419/k-town-v1-left,2.1,-1,Boulder,V1,1,10,39.27864,-111.22785
"Reading Rainbow","The Closet > New Joe's > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106389252/reading-rainbow,2.1,-1,Boulder,V4,1,10,39.3084,-111.11504
"The Ramp","Everybody's Boulder > Gate Boulders > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106592279/the-ramp,2.7,-1,Boulder,V2-3,1,,40.57197,-111.75293
"Whiskey Rail","South-West End/Pink Lady Area > Moe's Valley > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/114042294/whiskey-rail,3.2,-1,Boulder,V4,1,15,37.06494,-113.63155
"Backhoe Middle","Backhoe > Moe's Valley > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/112499396/backhoe-middle,2.8,-1,Boulder,V3,1,10,37.06579,-113.63105
"K-Town V1 Right","Riverside Boulders > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107177426/k-town-v1-right,2.0,-1,Boulder,V1,1,10,39.27864,-111.22785
"The Crest","Mine Cart Area > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107185342/the-crest,2.0,-1,Boulder,V2,1,10,39.27527,-111.2066
Feck,"Shivers Boulder > The Riverside > Boulders - Little Cottonwood > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108062492/feck,3.6,-1,Boulder,V4,1,20,40.57134,-111.75712
"Club Tan","Riverside Boulders > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107177380/club-tan,2.0,-1,Boulder,V1,1,12,39.27864,-111.22785
"Pancake Mantle","The Sand Traverse Boulder (AKA The Mushroom Boulder) > Big Bend Bouldering Area > River Road > Southeast Utah > Utah",https://www.mountainproject.com/route/107400070/pancake-mantle,2.1,-1,Boulder,V1,1,4,38.65078,-109.48395
"Ankle Deep in Gasoline","Man Size > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/109128082/ankle-deep-in-gasoline,2.9,-1,Boulder,V2,1,20,39.28916,-111.18067
"Sand Traverse","The Sand Traverse Boulder (AKA The Mushroom Boulder) > Big Bend Bouldering Area > River Road > Southeast Utah > Utah",https://www.mountainproject.com/route/106115893/sand-traverse,2.6,-1,Boulder,V2,1,,38.65078,-109.48395
"Mantle or Die","Monkey Boy Area > Moe's Valley > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/112522194/mantle-or-die,3.0,-1,Boulder,V3,1,15,37.06753,-113.63276
"Northwest Arete","The Closet > New Joe's > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106722347/northwest-arete,2.2,-1,Boulder,V2,1,10,39.3084,-111.11504
"Rip Current","Mine Cart Area > Left Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107185324/rip-current,1.9,-1,Boulder,V1-2,1,12,39.27527,-111.2066
"Cave Man","Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/106402464/cave-man,2.8,-1,Boulder,V4,1,15,39.29932,-111.18218
"Todd's Arete","Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/107942060/todds-arete,2.1,-1,Boulder,V2,1,,39.29932,-111.18218
Speed,"Buoux Area > Right Fork > Joe's Valley > Central Utah > Utah",https://www.mountainproject.com/route/105938543/speed,3.7,-1,Boulder,"V3 R",1,30,39.30718,-111.18428
