Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Mrs. Magoo Traverse","Mrs Magoo Boulder > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110756625/mrs-magoo-traverse,3.0,-1,Boulder,V3-4,1,,37.22827,-122.09556
"FF Crack","[Redacted] > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110903996/ff-crack,3.1,-1,Boulder,V4,1,,37.23108,-122.09482
"Vise Grip","The Shroom Boulder > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736010/vise-grip,3.4,-1,Boulder,V3,1,10,38.58637,-123.3387
"The Clam","Clamshell Boulder > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110744786/the-clam,2.8,-1,Boulder,V4,1,,37.23069,-122.09325
"The Groove","Mrs Magoo Boulder > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/112878904/the-groove,2.5,-1,Boulder,V1,1,10,37.22827,-122.09556
"Bench Wall","Mortar Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734576/bench-wall,2.7,-1,Boulder,"V2 R",1,20,37.89328,-122.27241
"The Wave","The Wave > Secrets > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/113131547/the-wave,3.6,-1,Boulder,V2-3,1,17,38.60442,-123.36973
"Left Hand Indian Man","Lower Indian Rock > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110745023/left-hand-indian-man,2.9,-1,Boulder,V4,1,,37.23166,-122.09346
"The Crack","Water Fountain Wall Area (East Side) > Indian Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/110540853/the-crack,2.3,-1,Boulder,V2,1,18,37.8922,-122.27285
Intuition,"Bootjack Boulders > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/106819735/intuition,3.4,-1,Boulder,V4,1,10,37.91173,-122.59723
"Sticky Rice","Lower Indian Rock > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110851542/sticky-rice,2.5,-1,Boulder,V1,1,,37.23166,-122.09346
"Gerstle Cove Roof","Gerstle Cove > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/111903094/gerstle-cove-roof,4.0,-1,Boulder,V4,1,,38.56402,-123.32488
"The Flake","Turtle Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/114388252/the-flake,2.7,-1,Boulder,V2,1,,37.91104,-122.49157
Skullcracker,"Lamb Boulder > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735977/skullcracker,2.9,-1,Boulder,"V2 R",1,10,38.42923,-123.11578
"Diagonal Ramp","Danger Rock (or Orange Buddha Rock) > Mickey's Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735665/diagonal-ramp,2.6,-1,Boulder,V1,1,10,37.88949,-122.63291
"Tafoni Baloney","Roadside Boulder > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/111828558/tafoni-baloney,3.0,-1,Boulder,V4-,1,,37.23012,-122.09339
"Bloody Madness","The Boulder of Bloody Madness > Woodcrest Ridge Boulders > Woodcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736163/bloody-madness,3.1,-1,Boulder,V3,1,,38.37625,-121.98607
"Hell Awaits","Purgatory Boulder > Putah Creek > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107812054/hell-awaits,3.5,-1,Boulder,V4-,1,15,38.51657,-122.05583
"Spoon Face","The Spoon > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736291/spoon-face,2.4,-1,Boulder,V4,1,10,37.22876,-122.09615
"Mostro Mantle","Lower Indian Rock > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/120480526/mostro-mantle,4.0,-1,Boulder,V4-5,1,,37.23166,-122.09346
"Big Boss Man","The Office > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116997430/big-boss-man,3.8,-1,Boulder,"V3 PG13",1,15,37.23246,-122.09492
"Love and Hate","Love and Hate > Sugarloaf Ridge > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735917/love-and-hate,4.0,-1,Boulder,V4,1,10,38.443,-122.5052
"Mother Nature","Mother Boulder > Hillcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107818442/mother-nature,3.6,-1,Boulder,"V1 PG13",1,25,38.38784,-121.99307
"The Pit","Indian Joe Caves bouldering > Indian Joe Caves > San Francisco Bay Area > California",https://www.mountainproject.com/route/116574448/the-pit,4.0,-1,Boulder,"V3 R",1,20,37.52484,-121.81869
"Killer Crack","Ram Rock > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735986/killer-crack,3.0,-1,"TR, Boulder","5.11a/b V2- R",1,30,38.42937,-123.11571
Sabertooth,"Sabertooth > Secrets > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/111824216/sabertooth,3.7,-1,Boulder,"V4 PG13",1,,38.6074,-123.37048
"Man Overboard","Klinghoffers > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116845351/man-overboard,4.0,-1,Boulder,"V3 PG13",1,15,37.22862,-122.10453
Jugular,"North Rock > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735737/jugular,4.0,-1,Boulder,"V1 R",1,20,38.59782,-123.3529
"Fisk Mill Traverse","South Rock > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735956/fisk-mill-traverse,4.0,-1,Boulder,V2,1,10,38.59406,-123.34449
"Little Prow","Water Fountain Wall Area (East Side) > Indian Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/110833563/little-prow,2.0,-1,Boulder,V2-,1,,37.8922,-122.27285
"Sunset Face Left","Ram Rock > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735176/sunset-face-left,2.5,-1,"TR, Boulder","5.9 V0 R",1,30,38.42937,-123.11571
"I block traverse","Upper Indian Rock(I-block) > Indian Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/121721822/i-block-traverse,4.0,-1,Boulder,"V1- R",1,18,37.89203,-122.27304
"Spooky seasoning","Roof top boulder > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/119710645/spooky-seasoning,4.0,-1,Boulder,V3,1,,37.22993,-122.09385
"You got this!","Triceratops Boulder > Secrets > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/119780758/you-got-this,4.0,-1,Boulder,V-easy,1,20,38.60389,-123.36885
"Stoney Arete","Stoney Whiteboots Boulder > Call Box Rocks > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/117525887/stoney-arete,4.0,-1,Boulder,"V0 R",1,20,38.57716,-123.34012
"Island Vibes Free Dive","Rich Valdez Memorial Boulder > Putah Creek > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120237997/island-vibes-free-dive,4.0,-1,Boulder,V4,1,20,38.5163,-122.05492
"Campus Creek","Old Problem List > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/117074725/campus-creek,4.0,-1,Boulder,V2,1,10,37.28997,-122.16614
"Wrist Slitter Traverse","Sport Rock (aka North Pointed Rock) > Twin Coves > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735635/wrist-slitter-traverse,4.0,-1,Boulder,"V3 R",1,10,38.45828,-123.14645
Dreamweaver,"Mossy Rock > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106904263/dreamweaver,4.0,-1,"TR, Boulder","5.10d V0+ R",1,20,38.577,-122.42198
"Call of the Wild","The Sacred Rocks > Sugarloaf Ridge > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735926/call-of-the-wild,4.0,-1,Boulder,V3,1,,38.443,-122.5052
"Mossy Rock Traverse","Mossy Rock > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106904384/mossy-rock-traverse,4.0,-1,Boulder,"5.12a V4 PG13",1,50,38.577,-122.42198
"Sunset Traverse","Mammoth Rock > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735989/sunset-traverse,3.4,-1,Boulder,V2,1,,38.42931,-123.11552
"The Seam","Turtle Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/114388266/the-seam,2.7,-1,Boulder,V3,1,,37.91104,-122.49157
"Mantle 101","The Quarry > Call Box Rocks > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/111824084/mantle-101,3.1,-1,Boulder,V2,1,,38.57598,-123.33925
"Stonewall Traverse","Stonewall Rock > Woodcrest Ridge Boulders > Woodcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736127/stonewall-traverse,2.6,-1,Boulder,V1,1,,38.37668,-121.98461
"Pyramid Crack","Pyramid Rock > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110222223/pyramid-crack,3.3,-1,Boulder,"5.10a V0 R",1,20,37.22773,-122.09596
"Far Left Watercourse","The Pit (West Side) > Indian Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/120661002/far-left-watercourse,3.8,-1,"TR, Boulder","5.11d V4 R",1,30,37.89213,-122.27299
Brainwave,"The Wave > Secrets > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/116596491/brainwave,3.7,-1,Boulder,"V4 R",1,20,38.60442,-123.36973
Passage,"Rump Roast > Saddle Boulders > Hillcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112167348/passage,3.1,-1,Boulder,V3,1,15,38.39039,-121.98832
"Overhang to Arete","The Pit (West Side) > Indian Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/112369221/overhang-to-arete,2.6,-1,Boulder,V1,1,17,37.89213,-122.27299
"Lost Keys","Lost Keys Bouldering > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110854245/lost-keys,2.9,-1,Boulder,V4,1,,37.2313,-122.09123
"Grace Face","Danger Rock (or Orange Buddha Rock) > Mickey's Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/108037733/grace-face,3.0,-1,Boulder,V3+,1,,37.88949,-122.63291
"The Rift","Hidden Boulder > Hillcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108014014/the-rift,2.7,-1,Boulder,V3,1,,38.38942,-121.99218
"Saddle Sore","Y Boulder > Saddle Boulders > Hillcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108015033/saddle-sore,2.9,-1,Boulder,V4,1,,38.39055,-121.98822
"The Undercling","Turtle Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/117736603/the-undercling,2.6,-1,Boulder,V1,1,10,37.91104,-122.49157
"Bat Hang","360 Degree Boulder > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/111940732/bat-hang,2.7,-1,Boulder,V2,1,,37.22873,-122.09632
"The Edge","The Pit (West Side) > Indian Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/120521193/the-edge,3.6,-1,Boulder,V4,1,20,37.89213,-122.27299
"Mr. Clean","360 Degree Boulder > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110685216/mr-clean,2.0,-1,Boulder,V4,1,10,37.22873,-122.09632
Mid-Term,"Mammoth Rock > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735995/mid-term,2.9,-1,Boulder,V1-,1,10,38.42931,-123.11552
"Double Rose","Tall Traverse Rock > Grizzly Peak Boulders > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734879/double-rose,3.1,-1,Boulder,V3-4,1,20,37.88143,-122.24296
"Dog Dish Traverse","Dog Dish Boulders > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736178/dog-dish-traverse,2.4,-1,Boulder,V2,1,10,37.22801,-122.09564
Traverse,"Picnic Table Wall > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/117369891/traverse,3.1,-1,Boulder,V3,1,25,37.89226,-122.27231
"Hard Up","Hard Boulder > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735530/hard-up,3.3,-1,Boulder,V3,1,,38.42917,-123.11575
Rimshot,"Mortar Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/111636725/rimshot,2.4,-1,Boulder,V2-3,1,,37.89328,-122.27241
"Brass Monkey","Hidden Boulder > Hillcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736157/brass-monkey,3.1,-1,Boulder,V2,1,,38.38942,-121.99218
Footloose,"Mossy Rock > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106904270/footloose,3.7,-1,"TR, Boulder","5.11a V1 R",1,20,38.577,-122.42198
"The Shark","Lower Indian Rock > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110744951/the-shark,2.9,-1,Boulder,"V1 PG13",1,20,37.23166,-122.09346
Blockhead,"Blockhead Boulder > Playground Boulders > The Playground > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114389545/blockhead,3.4,-1,Boulder,V3,1,,38.60066,-123.3615
"Seasoned Experts Crack","The Pit (West Side) > Indian Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/119146185/seasoned-experts-crack,2.9,-1,"TR, Boulder","5.7 V0",1,,37.89213,-122.27299
Undercling,"Hash Rock > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110744839/undercling,2.2,-1,Boulder,V0,1,,37.23134,-122.09368
Slopers,"Parking Lot Rock > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117082939/slopers,2.9,-1,Boulder,V3,1,15,37.2296,-122.0952
Baseball,"Danger Rock (or Orange Buddha Rock) > Mickey's Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/107661945/baseball,2.6,-1,Boulder,V2-3,1,10,37.88949,-122.63291
"Traverse Jr.","Turtle Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/108548065/traverse-jr,2.6,-1,Boulder,V2,1,8,37.91104,-122.49157
"Yoga Master","Mr Magoo Boulder > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/112361987/yoga-master,2.6,-1,Boulder,V2,1,12,37.22838,-122.09569
"The Unnatural Act","The Unnatural Act Cave > Glen Canyon > San Francisco Bay Area > California",https://www.mountainproject.com/route/115371463/the-unnatural-act,3.5,-1,"TR, Boulder","5.11 V3 X",1,30,37.74226,-122.44391
"Bootjack Arete","Bootjack Boulders > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/113553183/bootjack-arete,2.7,-1,Boulder,V2-3,1,,37.91173,-122.59723
"The Diamond","Pinnacle Rock > Remillard Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/120229955/the-diamond,3.5,-1,Boulder,V3,1,,37.8923,-122.2611
Highball,"Dog Dish Boulders > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110795602/highball,2.3,-1,Boulder,"V0 PG13",1,,37.22801,-122.09564
