Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Watermelon Sugar","Windy Bridge - Brautigan Boulder > Pecos River Canyon > Santa Fe Area > New Mexico",https://www.mountainproject.com/route/121253665/watermelon-sugar,4.0,-1,Boulder,V2-3,1,15,35.69645,-105.68956
"The Snake Milker","Snake Den > Aguirre Bouldering > Organ Mountains > Las Cruces Area Climbing > New Mexico",https://www.mountainproject.com/route/120152118/the-snake-milker,4.0,-1,Boulder,V0,1,20,32.36967,-106.55093
"What is it Good For","Edwin Starr > Super Rock > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/120867519/what-is-it-good-for,4.0,-1,Boulder,"V2 PG13",1,25,35.06449,-106.47879
"Fish Face","The Flounder > Aguirre Bouldering > Organ Mountains > Las Cruces Area Climbing > New Mexico",https://www.mountainproject.com/route/118178017/fish-face,4.0,-1,Boulder,V4-5,1,13,32.36866,-106.55134
Bokashi,"45 #2 > The 45s > Mills Canyon > Roy > New Mexico, other Northern Areas > New Mexico",https://www.mountainproject.com/route/121887915/bokashi,4.0,-1,Boulder,V3+,1,,36.06788,-104.36094
Brachiation,"Upper Fat City Drainage (a.k.a. Embudo Canyon) > Fat City, Indian School > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/107448192/brachiation,4.0,-1,Boulder,V4,1,20,35.0961,-106.46209
"Dancing with Myself","Boulder 2 > Road Boulders > Modoc Mine Road > Organ Mountains > Las Cruces Area Climbing > New Mexico",https://www.mountainproject.com/route/120434771/dancing-with-myself,4.0,-1,Boulder,V4,1,15,32.34501,-106.58688
"Roybal's Wall","Upper Fat City Drainage (a.k.a. Embudo Canyon) > Fat City, Indian School > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/107448172/roybals-wall,4.0,-1,Boulder,V2-3,1,10,35.0961,-106.46209
Bratmobile,"The Squat > Las Vegas / El Porvenir > New Mexico, other Northern Areas > New Mexico",https://www.mountainproject.com/route/106647068/bratmobile,4.0,-1,"Boulder, Alpine",V3,1,20,35.65592,-105.32104
"Classic warm up","The main area > Three Gun (Tres Pistolas) > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/108398609/classic-warm-up,4.0,-1,Boulder,V1,1,,36.00491,-105.1222
"Jelly Bean hand traverse","Upper Mound (main upper cluster of boulders) > U-Mound > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/106366490/jelly-bean-hand-traverse,2.3,-1,Boulder,V2,1,,35.08345,-106.48104
"Balancing boulder problem","Lower Mound (western cluster of boulders) > U-Mound > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/106366366/balancing-boulder-problem,3.0,-1,Boulder,V3,1,,35.08378,-106.48234
"The OW","Upper Mound - the corridor > U-Mound > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/106656074/the-ow,3.8,-1,Boulder,V4,1,,35.08348,-106.48107
"Chute to Kill","Cactararium > Aguirre Bouldering > Organ Mountains > Las Cruces Area Climbing > New Mexico",https://www.mountainproject.com/route/116608191/chute-to-kill,3.7,-1,Boulder,"V2 PG13",1,18,32.36476,-106.55935
"Ticket Hag","King for a Day Boulder > The Pond > Ponderosa Bouldering > Jemez Mountains and Jemez Valley > New Mexico",https://www.mountainproject.com/route/106221521/ticket-hag,2.6,-1,Boulder,V2,1,14,35.68681,-106.65846
"Jessie's Girl","The Keep > Upper Mesteño > Roy > New Mexico, other Northern Areas > New Mexico",https://www.mountainproject.com/route/117878369/jessies-girl,3.4,-1,Boulder,V1+,1,20,36.04184,-104.31946
"Frankenstein Left","Frankenstein > Monster Island > New Mexico, I-40 Corridor > New Mexico",https://www.mountainproject.com/route/106889640/frankenstein-left,3.3,-1,Boulder,V4,1,12,34.32314,-107.97627
A-Frame,"The Barn Yard > Gallup Area > New Mexico",https://www.mountainproject.com/route/108206225/a-frame,3.6,-1,Boulder,V2,1,12,35.5426,-108.7018
Waterloo,"Fun Bags Area > The Jumbles > Middle Mesteño > Roy > New Mexico, other Northern Areas > New Mexico",https://www.mountainproject.com/route/121863670/waterloo,3.7,-1,Boulder,V4,1,,36.03081,-104.32838
Floozy,"Fun Bags Area > The Jumbles > Middle Mesteño > Roy > New Mexico, other Northern Areas > New Mexico",https://www.mountainproject.com/route/121863655/floozy,3.6,-1,Boulder,V3,1,,36.03081,-104.32838
"God Dose","Modern Psychedelia Roof > Modern Psychedelia Area > Aguirre Bouldering > Organ Mountains > Las Cruces Area Climbing > New Mexico",https://www.mountainproject.com/route/119828878/god-dose,3.7,-1,Boulder,"V4 X",1,15,32.36874,-106.54963
"Grandpa's Grill","Todd's Boulders > Gallup Area > New Mexico",https://www.mountainproject.com/route/121590675/grandpas-grill,3.7,-1,Boulder,V1+,1,8,35.55082,-108.69659
"The Knobby","Upper Fat City Drainage (a.k.a. Embudo Canyon) > Fat City, Indian School > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/107448180/the-knobby,3.7,-1,Boulder,V2-3,1,15,35.0961,-106.46209
Faith,"Alex Davis Memorial Boulder > Monjeau Peak > Ruidoso Area > New Mexico, other Southern Areas > New Mexico",https://www.mountainproject.com/route/120273622/faith,3.7,-1,Boulder,V2-,1,,33.42189,-105.70798
"Pookie Baby","NIMBY Boulder > Aguirre Bouldering > Organ Mountains > Las Cruces Area Climbing > New Mexico",https://www.mountainproject.com/route/118178004/pookie-baby,3.5,-1,Boulder,V4-,1,10,32.37285,-106.55214
Thumbelina,"Thumbelina > The Jumbles > Middle Mesteño > Roy > New Mexico, other Northern Areas > New Mexico",https://www.mountainproject.com/route/117878899/thumbelina,2.9,-1,Boulder,V4,1,10,36.03068,-104.32858
"Football Problem","Bouldering Cave > Big Block > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/106337365/football-problem,2.8,-1,Boulder,V4,1,15,35.0311,-106.3621
"The Ultimate Boulder Problem","Ultimate Boulder > Waterfall Area Bouldering > Northern Box areas > The Box Climbing Areas > Socorro Area > New Mexico",https://www.mountainproject.com/route/107116667/the-ultimate-boulder-problem,2.7,-1,Boulder,V1,1,,34.0033,-106.9905
Basecamp,"45 Degree Boulder > El Rito Sport Area > El Rito > New Mexico",https://www.mountainproject.com/route/107974001/basecamp,3.4,-1,Boulder,V4,1,,36.3905,-106.1956
"Slab left","Warmup Boulders (AKA Brett & Jill boulders) South Side > U-Mound > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/106366421/slab-left,2.3,-1,Boulder,V0+,1,,35.08313,-106.48109
"Sarah Failin’","Fun Bags Area > The Jumbles > Middle Mesteño > Roy > New Mexico, other Northern Areas > New Mexico",https://www.mountainproject.com/route/118101587/sarah-failin,2.8,-1,Boulder,"V2 R",1,20,36.03081,-104.32838
Momo,"The Keep > Upper Mesteño > Roy > New Mexico, other Northern Areas > New Mexico",https://www.mountainproject.com/route/117878333/momo,3.2,-1,Boulder,V1+,1,14,36.04184,-104.31946
"Layback arete","Warmup Boulders (AKA Brett & Jill boulders) South Side > U-Mound > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/106366456/layback-arete,2.4,-1,Boulder,V1,1,,35.08313,-106.48109
"Kurnal Highstep","Cactararium > Aguirre Bouldering > Organ Mountains > Las Cruces Area Climbing > New Mexico",https://www.mountainproject.com/route/116608210/kurnal-highstep,3.5,-1,Boulder,V3,1,18,32.36476,-106.55935
"Handlebar Willy","Minor Wall > Southern Box areas > The Box Climbing Areas > Socorro Area > New Mexico",https://www.mountainproject.com/route/112543205/handlebar-willy,3.5,-1,Boulder,V1,1,,33.99242,-106.99215
"Tall Arete","The Barn Yard > Gallup Area > New Mexico",https://www.mountainproject.com/route/108206887/tall-arete,3.5,-1,Boulder,V2-,1,15,35.5426,-108.7018
Inundator,"North Rd. West > Pueblo Canyon Areas > Los Alamos Crags > Los Alamos & White Rock > New Mexico",https://www.mountainproject.com/route/106270902/inundator,3.5,-1,Boulder,V1+,1,12,35.8897,-106.3253
"The Donkey Punch","North Rd. West > Pueblo Canyon Areas > Los Alamos Crags > Los Alamos & White Rock > New Mexico",https://www.mountainproject.com/route/106274184/the-donkey-punch,3.0,-1,Boulder,V3+,1,14,35.8897,-106.3253
"Monkey Bars","Monkey Bars > Southern Box areas > The Box Climbing Areas > Socorro Area > New Mexico",https://www.mountainproject.com/route/106640603/monkey-bars,3.5,-1,Boulder,V0+,1,12,33.9867,-106.9871
"Yellow Like Cheese","Unbeatable Boulder > Southern Box areas > The Box Climbing Areas > Socorro Area > New Mexico",https://www.mountainproject.com/route/109152698/yellow-like-cheese,2.9,-1,Boulder,V2,1,12,33.98494,-106.98913
Left,"The Ozzy Boulder > Casa Bonita > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/107490782/left,3.1,-1,Boulder,V4,1,15,35.09837,-106.47998
"Main Line Right","Apache Canyon (a.k.a. Grasshopper Canyon) Bouldering > Santa Fe Area > New Mexico",https://www.mountainproject.com/route/120700770/main-line-right,3.5,-1,Boulder,V4,1,15,35.56397,-105.81098
"Hand Solo","Ergonomic Boulder > Moss Grande Area > Upper Mesteño > Roy > New Mexico, other Northern Areas > New Mexico",https://www.mountainproject.com/route/121792063/hand-solo,3.4,-1,Boulder,V4,1,,36.0452,-104.31745
"Pizza Crack","Backside of Upper Mound/ Wounded Knee area (Northern cluster of boulders) > U-Mound > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/106366469/pizza-crack,2.7,-1,Boulder,V2,1,,35.08387,-106.48104
Sunspot,"Solar Cave > Upper Mesteño > Roy > New Mexico, other Northern Areas > New Mexico",https://www.mountainproject.com/route/117878467/sunspot,3.3,-1,Boulder,V4,1,20,36.04348,-104.31976
"Cool Arrow Right","Cactararium > Aguirre Bouldering > Organ Mountains > Las Cruces Area Climbing > New Mexico",https://www.mountainproject.com/route/116608158/cool-arrow-right,3.3,-1,Boulder,V2,1,14,32.36476,-106.55935
"Perfect Hair Forever","Las Hermanas > Southern Box areas > The Box Climbing Areas > Socorro Area > New Mexico",https://www.mountainproject.com/route/106337309/perfect-hair-forever,3.4,-1,Boulder,V4+,1,18,33.98481,-106.98738
"The V4","Lower Mound (western cluster of boulders) > U-Mound > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/107011764/the-v4,2.9,-1,Boulder,V4-,1,15,35.08378,-106.48234
"Cuban Arete","Cuban > Roadside Attraction > Mills Canyon > Roy > New Mexico, other Northern Areas > New Mexico",https://www.mountainproject.com/route/121887620/cuban-arete,3.5,-1,Boulder,V0,1,,36.07019,-104.35479
"Ted's Head","Ted Head Boulder > Ted's Head > Lower La Cueva Canyon > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/120013197/teds-head,3.5,-1,Boulder,V4-5,1,12,35.20563,-106.48527
"Forever Stoked","Alex Davis Memorial Boulder > Monjeau Peak > Ruidoso Area > New Mexico, other Southern Areas > New Mexico",https://www.mountainproject.com/route/120273708/forever-stoked,3.5,-1,Boulder,V2+,1,,33.42189,-105.70798
Amputation,"Upper Fat City Drainage (a.k.a. Embudo Canyon) > Fat City, Indian School > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/107448212/amputation,3.5,-1,Boulder,V1-2,1,12,35.0961,-106.46209
"Cowboy Up, AKA: The Tall Arete","The Scoop Boulder > The Pond > Ponderosa Bouldering > Jemez Mountains and Jemez Valley > New Mexico",https://www.mountainproject.com/route/106224028/cowboy-up-aka-the-tall-arete,2.9,-1,Boulder,V4,1,20,35.68614,-106.65725
Nutcracker,"Todd's Boulders > Gallup Area > New Mexico",https://www.mountainproject.com/route/121613943/nutcracker,3.0,-1,Boulder,V3,1,,35.55082,-108.69659
"The McMillan Mystery","McMillan Camp Area > New Mexico, other Southern Areas > New Mexico",https://www.mountainproject.com/route/123050333/the-mcmillan-mystery,3.5,-1,Boulder,V3-,1,12,32.92504,-108.21041
"Sports Challenge (Knobs)","Crystal Ship and Glass House > Three Gun (Tres Pistolas) > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/106388220/sports-challenge-knobs,3.1,-1,Boulder,V3,1,12,35.076,-106.4406
Arete,"Boulder 1 > Road Boulders > Modoc Mine Road > Organ Mountains > Las Cruces Area Climbing > New Mexico",https://www.mountainproject.com/route/118760999/arete,3.5,-1,Boulder,V2+,1,15,32.34499,-106.5873
Left,"Dean Martin Boulder > Gaza Strip > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/111501088/left,3.7,-1,Boulder,V3,1,12,35.04422,-106.47383
"That One Crack","That One > Gaza Strip > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/111730536/that-one-crack,3.5,-1,Boulder,V3,1,,35.04682,-106.47562
Rave,"The Rave > The Volcano > Pena Blanca > South Organs > Organ Mountains > Las Cruces Area Climbing > New Mexico",https://www.mountainproject.com/route/106199260/rave,2.9,-1,Boulder,V3,1,,32.222,-106.6036
"Burned Feet","The Keep > Upper Mesteño > Roy > New Mexico, other Northern Areas > New Mexico",https://www.mountainproject.com/route/117878295/burned-feet,3.0,-1,Boulder,V1,1,18,36.04184,-104.31946
Africa,"Lower Mound (western cluster of boulders) > U-Mound > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/106366386/africa,2.5,-1,Boulder,V2,1,,35.08378,-106.48234
"Hardman Traverse","The Gimmes > Northern Box areas > The Box Climbing Areas > Socorro Area > New Mexico",https://www.mountainproject.com/route/109160525/hardman-traverse,2.9,-1,Boulder,V2,1,,34.0033,-106.9905
Armstrong,"C) The Grotto > Las Conchas > Jemez Mountains and Jemez Valley > New Mexico",https://www.mountainproject.com/route/107922077/armstrong,3.1,-1,Boulder,V3,1,15,35.81739,-106.5321
"Tree Boulder Problem AKA Shattered Bottle","Tree Boulder > Waterfall Area Bouldering > Northern Box areas > The Box Climbing Areas > Socorro Area > New Mexico",https://www.mountainproject.com/route/114237558/tree-boulder-problem-aka-shattered-bottle,3.0,-1,Boulder,V2-3,1,15,34.00265,-106.99129
"Knob Goblin (PFVP)","North Rd. West > Pueblo Canyon Areas > Los Alamos Crags > Los Alamos & White Rock > New Mexico",https://www.mountainproject.com/route/106262272/knob-goblin-pfvp,3.1,-1,Boulder,V4,1,14,35.8897,-106.3253
Dynamite,"Ordnance Boulder > Super Rock > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/118802559/dynamite,3.3,-1,Boulder,V1,1,25,35.06686,-106.48028
"Beef Ramen","Todd's Boulders > Gallup Area > New Mexico",https://www.mountainproject.com/route/121613850/beef-ramen,3.3,-1,Boulder,V1-,1,10,35.55082,-108.69659
"Nothing Happening","Bright Star Boulders > Tres Piedras Bouldering > Tres Piedras > Taos Area > New Mexico",https://www.mountainproject.com/route/109273160/nothing-happening,3.3,-1,Boulder,V1,1,15,36.65567,-105.97029
"Super Colon Blow","Harmonica Convention (AKA Below Edges) > Southern Box areas > The Box Climbing Areas > Socorro Area > New Mexico",https://www.mountainproject.com/route/106640198/super-colon-blow,3.3,-1,Boulder,V0+,1,20,33.9839,-106.987
"Roofed Up","The Barn Yard > Gallup Area > New Mexico",https://www.mountainproject.com/route/108206259/roofed-up,3.3,-1,Boulder,V4,1,15,35.5426,-108.7018
"Long Ass Dyno","Long Ass > Ezekiel Wall Area > Middle Mesteño > Roy > New Mexico, other Northern Areas > New Mexico",https://www.mountainproject.com/route/117879101/long-ass-dyno,3.0,-1,Boulder,V3-4,1,15,36.0321,-104.32641
"Yellow aka Top O' the Mornin'!","Switchback Boulder > U-Mound > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/116563914/yellow-aka-top-o-the-mornin,2.9,-1,Boulder,"V0 PG13",1,10,35.07825,-106.4799
"Classical Mushroom","West Face > Mushroom Boulder > Mills Canyon > Roy > New Mexico, other Northern Areas > New Mexico",https://www.mountainproject.com/route/121732084/classical-mushroom,3.5,-1,Boulder,V3,1,,36.07193,-104.35587
"Super Monkey Collider","Monkey Bars > Southern Box areas > The Box Climbing Areas > Socorro Area > New Mexico",https://www.mountainproject.com/route/106640596/super-monkey-collider,3.2,-1,Boulder,V3,1,16,33.9867,-106.9871
"Manatee trad traverse","Upper Mound (main upper cluster of boulders) > U-Mound > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/106366089/manatee-trad-traverse,2.7,-1,Boulder,V0+,1,,35.08345,-106.48104
"Magic Mushroom","Las Hermanas > Southern Box areas > The Box Climbing Areas > Socorro Area > New Mexico",https://www.mountainproject.com/route/106640244/magic-mushroom,2.6,-1,Boulder,V2,1,14,33.98481,-106.98738
"Green Hueco Chile","Boulder B > Fat City, Indian School > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/108013482/green-hueco-chile,2.8,-1,Boulder,V2-,1,13,35.09755,-106.47646
"Surf Report","Surf Report Boulder > Pilar Area Bouldering > Taos Area > New Mexico",https://www.mountainproject.com/route/106803641/surf-report,3.0,-1,Boulder,V4+,1,10,36.3214,-105.7506
"Granite of The Apes","The Gorilla > South Trail Side Boulders > Fat City, Indian School > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/111830438/granite-of-the-apes,2.8,-1,Boulder,V1,1,12,35.09845,-106.48041
Yashapoopee's,"Grandpa Smith Boulder > Smith Family Boulders > South Central > Pena Blanca > South Organs > Organ Mountains > Las Cruces Area Climbing > New Mexico",https://www.mountainproject.com/route/108044173/yashapoopees,2.8,-1,Boulder,V1,1,10,32.2238,-106.594
"High Tales Protest","Grandpa Smith Boulder > Smith Family Boulders > South Central > Pena Blanca > South Organs > Organ Mountains > Las Cruces Area Climbing > New Mexico",https://www.mountainproject.com/route/107661760/high-tales-protest,2.6,-1,Boulder,"V0 PG13",1,14,32.2238,-106.594
"Slab left-center","Warmup Boulders (AKA Brett & Jill boulders) South Side > U-Mound > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/106366428/slab-left-center,2.8,-1,Boulder,V2,1,,35.08313,-106.48109
"The Flight","Bar Boulder > Aguirre Bouldering > Organ Mountains > Las Cruces Area Climbing > New Mexico",https://www.mountainproject.com/route/116608317/the-flight,3.0,-1,Boulder,V-easy,1,14,32.36291,-106.56046
"Nard Gargler","North Rd. West > Pueblo Canyon Areas > Los Alamos Crags > Los Alamos & White Rock > New Mexico",https://www.mountainproject.com/route/106262341/nard-gargler,3.0,-1,Boulder,V3,1,13,35.8897,-106.3253
"The Nut Buster","Other warm up > Warm up boulders > Manitoba/Montgomery Trailhead > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/108105289/the-nut-buster,3.0,-1,Boulder,V2+,1,12,35.1367,-106.4808
"Slab right","Warmup Boulders (AKA Brett & Jill boulders) South Side > U-Mound > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/106366446/slab-right,2.7,-1,Boulder,V1+,1,,35.08313,-106.48109
Blue,"Switchback Boulder > U-Mound > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/116563922/blue,3.0,-1,Boulder,"V2 PG13",1,10,35.07825,-106.4799
"Brown Creeper","Cañon de Valle Boulders > Los Alamos & White Rock > New Mexico",https://www.mountainproject.com/route/112178864/brown-creeper,3.0,-1,Boulder,V2,1,20,35.85398,-106.36626
Bulge,"Lower Mound (western cluster of boulders) > U-Mound > Foothills Bouldering > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/106366477/bulge,2.6,-1,Boulder,V3,1,,35.08378,-106.48234
"Butter Dish","Dylan's Secret Garden Bouldering > Southern Box areas > The Box Climbing Areas > Socorro Area > New Mexico",https://www.mountainproject.com/route/106639590/butter-dish,2.9,-1,Boulder,V3,1,14,33.9858,-106.9896
