Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Lizard Corner","Seminar Wall Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/107561338/lizard-corner,3.0,-1,Boulder,V3,1,15,33.0066,-116.96539
"Traverse - right","20 Point Boulder > Dog Pile Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/106838162/traverse-right,3.9,-1,Boulder,"5.10d V2",1,8,32.8506,-117.02412
"Slant Crack","Tower Two Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/105802883/slant-crack,2.3,-1,"Trad, Boulder","5.9 V0",1,10,33.0053,-116.96449
"Twenty Point Problem","20 Point Boulder > Dog Pile Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/106838159/twenty-point-problem,3.7,-1,Boulder,"5.12a V4",1,12,32.8506,-117.02412
"Amp Incline","The Amphitheater > Moby Dick Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/107205702/amp-incline,2.0,-1,Boulder,V0,1,15,32.85064,-117.0211
"Television Screen","Tower Two Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/105802736/television-screen,2.6,-1,"TR, Boulder","5.10b V0+",1,13,33.0053,-116.96449
"E.B. Boulder Sit Start Right","EB Boulder > Hillside Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/109496878/eb-boulder-sit-start-right,2.6,-1,Boulder,V1,1,15,32.85042,-117.02059
"Elephant's Trunk","Masters of the Universe > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/105884350/elephants-trunk,2.0,-1,"Trad, TR, Boulder","5.10a V0",1,12,33.00591,-116.96309
"The Carousel","The Carousel > Synchronicity Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/105989168/the-carousel,3.0,-1,Boulder,V0,1,,32.85122,-117.02249
"Suzie's Mantle","Suzie's Boulder > Dog Pile Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/105989165/suzies-mantle,2.9,-1,Boulder,V1-2,1,15,32.85036,-117.02288
"California Night","California Night Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/105837467/california-night,3.0,-1,"Trad, TR, Boulder","5.11b V2",1,15,33.00489,-116.96658
"Dead Animal Traverse","Animal Boulder > Moby Dick Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/105993576/dead-animal-traverse,3.7,-1,Boulder,V2+,1,,32.85064,-117.02137
"The Arkenstone","Sub-Summit > Lake Ramona > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/113856634/the-arkenstone,4.0,-1,Boulder,V2,1,15,33.03247,-116.99688
"I Shot the Sheriff (aka Take That)","Sherwood forest > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/107993893/i-shot-the-sheriff-aka-take-that,4.0,-1,Boulder,V4,1,18,33.00722,-116.96318
"Old School Problem  2 AKA South Arête.","The Big Orange Block (aka The Spear Head) > The Grinding Stones Circuit > Mission Gorge Bouldering > Mission Gorge > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/108838259/old-school-problem-2-aka-south-arete,3.9,-1,Boulder,"5.11a V3",1,15,32.82402,-117.0529
"Flying Solo","Library Boulder > Descanso Boulders > Descanso Wall > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/106992241/flying-solo,4.0,-1,"TR, Boulder",V2,1,20,32.8419,-116.63597
"Red Stagger","The Missing Link Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/107224678/red-stagger,3.4,-1,Boulder,V2-3,1,13,33.00774,-116.96499
"East Face of Butt Plug","The Butt Plug > Dog Pile Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/107440687/east-face-of-butt-plug,2.6,-1,Boulder,V2,1,15,32.8504,-117.02342
Goblout,"The Goblin Boulders > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/120305787/goblout,4.0,-1,Boulder,V3,1,12,33.00849,-116.98112
"The Headless Horseman","Summit Area West > The Summit Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/108936903/the-headless-horseman,4.0,-1,"TR, Boulder","5.11+ V4-",1,25,33.00856,-116.97276
Tribe,"**West Boulders > Descanso Boulders > Descanso Wall > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/116584242/tribe,4.0,-1,Boulder,V4,1,13,32.84439,-116.64371
Syncopation,"The Playground Area > The Playground Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/107393135/syncopation,4.0,-1,Boulder,V4,1,11,33.00503,-116.96596
"Stay Glassy","**West Boulders > Descanso Boulders > Descanso Wall > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/116563900/stay-glassy,4.0,-1,Boulder,V4-5,1,10,32.84439,-116.64371
"Deep Freeze","**West Boulders > Descanso Boulders > Descanso Wall > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/116535314/deep-freeze,4.0,-1,Boulder,V4,1,15,32.84439,-116.64371
Dionysus,"Summit Area > Lake Ramona > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/112833520/dionysus,4.0,-1,Boulder,V3,1,15,33.01205,-116.94636
"Burn the Map","Sub-Summit > Lake Ramona > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/114346959/burn-the-map,4.0,-1,Boulder,V3-,1,18,33.03247,-116.99688
"Ethical Joe","Petroglyph Trail Parking Area > Blair Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/120695246/ethical-joe,4.0,-1,Boulder,"V3 PG13",1,18,33.01891,-116.36137
"Uncracked Walnut","The Walnut > Cottonwood Giants > McCain Valley > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/110278810/uncracked-walnut,4.0,-1,Boulder,V4,1,18,32.81797,-116.33985
"Greg's Face","Seminar Wall Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/108029473/gregs-face,4.0,-1,Boulder,V0+,1,22,33.0066,-116.96539
"Milk Was a Bad Choice","The Burgundy Boulder > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/118313823/milk-was-a-bad-choice,4.0,-1,Boulder,V4,1,14,32.90428,-116.8851
"Chesty’s crack","Combat Town > MCB Camp Pendleton. > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/122238254/chestys-crack,4.0,-1,Boulder,"5.9+ V0",1,8,33.34522,-117.35163
"Posh Belom","Boulder Row > Lake Ramona > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/118695672/posh-belom,4.0,-1,Boulder,V0,1,15,33.03135,-116.99701
"Blaspheme Bay","Little Island Boulder > Mesa Rim Boulder > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/120677402/blaspheme-bay,2.5,-1,Boulder,V1+,1,9,33.13609,-117.15788
Unknown,"Wakanda > Marvel at the View area > CVPC > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/120275007/unknown,4.0,-1,Boulder,V4,1,20,33.22208,-116.45211
"Robinson Project","The Octagon South Face > The Octagon Area > Blair Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/120670334/robinson-project,4.0,-1,Boulder,V-easy,1,18,33.03646,-116.39782
"Brophy Roof","The Octagon South Face > The Octagon Area > Blair Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/120670637/brophy-roof,4.0,-1,Boulder,V4-,1,12,33.03646,-116.39782
"blind faith","Masters of the Universe > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/108681463/blind-faith,4.0,-1,"Trad, Boulder","V4 R",1,6,33.00591,-116.96309
"The wave","The Wave Area > Middle Area > Mt. Gower > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/116357527/the-wave,4.0,-1,Boulder,V2-3,1,18,33.01245,-116.77982
"Apollo 11","Moon Boulder > VOTM Bouldering > Valley of the Moon > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/113780606/apollo-11,4.0,-1,Boulder,V4+,1,14,32.62742,-116.08018
"Quasimoto Wall aka warm up wall","The Octagon North Face > The Octagon Area > Blair Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/120671253/quasimoto-wall-aka-warm-up-wall,4.0,-1,Boulder,V1,1,15,33.03645,-116.3978
"The Biggin","The Biggin > Blair Valley Campground Area > Blair Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/120678519/the-biggin,4.0,-1,Boulder,"V4 PG13",1,20,33.03234,-116.39799
"Ten Pound Brown","Ten Pound Brown > Blair Valley Campground Area > Blair Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/120678448/ten-pound-brown,4.0,-1,Boulder,V0,1,16,33.03471,-116.39802
Wolverine,"Wakanda > Marvel at the View area > CVPC > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/109208721/wolverine,4.0,-1,Boulder,V4,1,20,33.22208,-116.45211
"Funky Like a Monkey (aka Lieback Rock Traverse)","Lieback Rock > Moby Dick Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/105991317/funky-like-a-monkey-aka-lieback-rock-traverse,3.4,-1,Boulder,V3,1,,32.85126,-117.02071
"Gee's-Us Dyno","Campground Circut > Valley of the Moon > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/108042531/gees-us-dyno,4.0,-1,Boulder,V4-,1,15,32.63099,-116.0788
"The Hand Crack","The Dog Pile > Dog Pile Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/105931846/the-hand-crack,1.9,-1,Boulder,"5.7 V0-",1,10,32.85048,-117.02311
"East arête","The Gumdrop Boulder > Hillside Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/113185724/east-arete,2.9,-1,Boulder,V1,1,,32.85009,-117.01999
"Lemon Chiffon","Uncertainty Principle Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/105796587/lemon-chiffon,2.8,-1,"Trad, Boulder","5.11a/b V2",1,15,33.00533,-116.9666
"Throw Up, Left","""C"" Boulder > Windy Boulders South > Windy Boulders > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/106595548/throw-up-left,2.8,-1,Boulder,V4+,1,10,33.21285,-116.45508
"Razor's Edge","Hear My Train A Comin' Boulder > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/105792327/razors-edge,2.1,-1,"TR, Boulder","5.10c V0+",1,15,33.00639,-116.96139
"Checkered Demon","The Missing Link Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/107167628/checkered-demon,3.1,-1,Boulder,"5.11- V3",1,15,33.00774,-116.96499
"Moon as My Witness","Hanging Garden area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/111917177/moon-as-my-witness,3.4,-1,Boulder,V2-3,1,,33.01125,-116.96287
"Diving Board Direct","La Jolla > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/113981279/diving-board-direct,3.4,-1,Boulder,V3,1,10,32.8445,-117.27884
"Throw Up","""C"" Boulder > Windy Boulders South > Windy Boulders > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/106595540/throw-up,2.7,-1,Boulder,V4,1,,33.21285,-116.45508
"Right Crack","Mudball Cracks > Moby Dick Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/105992815/right-crack,1.7,-1,"Trad, Boulder","5.4 V-easy",1,,32.85131,-117.0209
"Bullet Hole Face","Bullet Hole Wall > Moby Dick Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/105929377/bullet-hole-face,2.6,-1,"Trad, Boulder","5.10+ V2",1,15,32.85081,-117.02107
"Sloping Disappointment","Lieback Rock > Moby Dick Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/105991347/sloping-disappointment,2.5,-1,Boulder,V2,1,15,32.85126,-117.02071
"Donkey Dick, Right Arete","The Donkey Dick Area > Hillside Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/105928502/donkey-dick-right-arete,2.9,-1,"Trad, Boulder","5.10c V4",1,17,32.84989,-117.02048
"Tower Crack","Tower Crack Boulder > Cottonwood Camp > Cottonwood Area > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/106972600/tower-crack,3.1,-1,Boulder,V0,1,16,33.21327,-116.46258
"East face traverse R->L","The Butt Plug > Dog Pile Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/111620857/east-face-traverse-r-l,2.7,-1,Boulder,V1,1,15,32.8504,-117.02342
"Salad Days","Vector Boulder > Vector Crack Area > Cottonwood Area > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/107090293/salad-days,2.7,-1,Boulder,V0+,1,,33.21073,-116.45935
"The Goblin","The Goblin Boulders > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/120305736/the-goblin,3.5,-1,Boulder,V2,1,12,33.00849,-116.98112
"Apollo 12","Moon Boulder > VOTM Bouldering > Valley of the Moon > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/113780618/apollo-12,3.7,-1,Boulder,V3+,1,13,32.62742,-116.08018
"Triangle Boulder, Left Arete","Triangle Boulder > Moby Dick Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/106211385/triangle-boulder-left-arete,3.1,-1,"Trad, Boulder","5.11b V4",1,,32.85024,-117.02143
Walkman,"The Amphitheater > Moby Dick Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/105993559/walkman,2.7,-1,Boulder,V0+,1,,32.85064,-117.0211
ERMFP,"Lonesome Boulder > Synchronicity Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/108709937/ermfp,3.3,-1,Boulder,"5.12b V4",1,16,32.85153,-117.02204
"Vector Flake/Crack Traverse","Vector Boulder > Vector Crack Area > Cottonwood Area > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/106972384/vector-flakecrack-traverse,2.3,-1,Boulder,V1,1,35,33.21073,-116.45935
"Friction Test","Friction Test > Cottonwood Area > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/107091023/friction-test,2.9,-1,Boulder,V3-4,1,,33.21129,-116.45964
"Tricky Slab","Tower Two Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/105837157/tricky-slab,2.0,-1,"Trad, Boulder","5.8+ V0",1,15,33.0053,-116.96449
"no name SS","The Carousel > Synchronicity Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/106420168/no-name-ss,2.3,-1,Boulder,V1,1,10,32.85122,-117.02249
Mr.Longarm,"Mr.Longarm > Rancho Penasquitos Canyon > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/108105426/mrlongarm,2.9,-1,Boulder,V4,1,,32.92749,-117.17738
Joystick,"Joystick Boulder > Shirley and the Gang > South Mt. Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/117888365/joystick,3.2,-1,Boulder,V2,1,15,32.99402,-116.9733
"Baby Edge","Hamburger Crack Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/120469934/baby-edge,3.4,-1,Boulder,V0,1,20,33.00713,-116.96811
"One Hard Move","Plate Techtonics Boulder > Vector Crack Area > Cottonwood Area > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/106961548/one-hard-move,2.7,-1,Boulder,V3,1,,33.21046,-116.45914
"Golden Rule","Hanging Garden area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/111917240/golden-rule,3.5,-1,Boulder,V4-5,1,,33.01125,-116.96287
"High Expectations","Sherwood forest > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/109861928/high-expectations,3.0,-1,Boulder,V3,1,,33.00722,-116.96318
"The Wave","Harbison Canyon > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/119640037/the-wave,3.5,-1,Boulder,V4,1,15,32.8264,-116.82349
"Karma Crack","Dining Room Area > South Mt. Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/114037902/karma-crack,2.5,-1,"TR, Boulder","5.10a V0+",1,19,32.9938,-116.97093
"The Professor","Gilligan's Island > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/109991504/the-professor,3.5,-1,Boulder,V3,1,20,33.21289,-116.44256
Savannah,"Savannah Boulder > Sandbag Deluxe Circuit > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/112430372/savannah,3.5,-1,Boulder,V1,1,15,33.22083,-116.44778
"Broken Scissors","Broken Scissors boulder > Cottonwood Giants > McCain Valley > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/110089937/broken-scissors,3.5,-1,Boulder,V1,1,20,32.81177,-116.33871
"Seven Elbows","Meat Crack boulder > Cottonwood Giants > McCain Valley > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/110090105/seven-elbows,3.5,-1,Boulder,V3,1,12,32.81238,-116.33816
Pangolin,"Hanging Garden area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/111917229/pangolin,2.4,-1,Boulder,V3,1,,33.01125,-116.96287
"Amphitheatre Traverse","The Amphitheater > Moby Dick Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/105993565/amphitheatre-traverse,2.9,-1,Boulder,V3,1,,32.85064,-117.0211
"Penny Press","Lieback Rock > Moby Dick Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/117263044/penny-press,2.6,-1,Boulder,V0-1,1,,32.85126,-117.02071
"Golden Medallion","Poison Oak Boulder Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/107461482/golden-medallion,2.9,-1,Boulder,V2,1,,33.00759,-116.96769
Apex,"Apex Boulder > Northern Area Bouldering > CVPC > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/118629351/apex,3.1,-1,Boulder,"V3 PG13",1,16,33.22721,-116.45306
Topaz,"Topaz Hill Boulders > Northern Area Bouldering > CVPC > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/118631265/topaz,3.0,-1,Boulder,V2,1,8,33.22524,-116.45219
"Two Move Threadur","Eppulator Vicinity > Jaws Boulder Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/118622421/two-move-threadur,2.5,-1,Boulder,V2,1,10,33.00589,-116.96823
"Trapped Under Ice","Hanging Garden area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/111915708/trapped-under-ice,3.1,-1,Boulder,V4-5,1,,33.01125,-116.96287
"Center Crack","Mudball Cracks > Moby Dick Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/105992811/center-crack,1.6,-1,"Trad, Boulder","5.6 V-easy",1,,32.85131,-117.0209
"Offwidth Problem","Offwidth Rock > Hillside Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/106124585/offwidth-problem,3.1,-1,Boulder,"5.9 V0-1",1,20,32.85027,-117.02077
"Coco Crispies","Chocolate Boulder > Cottonwood Camp > Cottonwood Area > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/106117634/coco-crispies,2.4,-1,Boulder,V3,1,15,33.21279,-116.46153
Undercover,"Central Oaks Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/107470679/undercover,3.1,-1,Boulder,V0-,1,14,33.00779,-116.96635
"Where Eagles Dare","Where Eagles Dare > Rancho Penasquitos Canyon > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/108105350/where-eagles-dare,3.3,-1,Boulder,"V0 X",1,,32.9271,-117.1772
Chin,"Top Out Wall > Beacons Beach > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/116132118/chin,3.3,-1,Boulder,V4,1,15,33.06764,-117.30649
"Pity The Fool","Big T > Cottonwood Giants > McCain Valley > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/110278727/pity-the-fool,3.3,-1,Boulder,V3,1,12,32.81795,-116.33938
"Iron Stem","Beehive Boulders > Moby Dick Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/117687617/iron-stem,3.2,-1,"Trad, Boulder","5.11c V3",1,13,32.85097,-117.02078
"Chocolate left arete","Chocolate Boulder > Cottonwood Camp > Cottonwood Area > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/108053309/chocolate-left-arete,2.2,-1,Boulder,V-easy,1,20,33.21279,-116.46153
Icarus,"Icarus Boulder > Cottonwood Area > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/107913993/icarus,3.3,-1,Boulder,V2,1,17,33.21017,-116.46047
"Still Waters Run Deep","Still Waters Run Deep > Rancho Penasquitos Canyon > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/108105324/still-waters-run-deep,2.8,-1,Boulder,V2,1,,32.92685,-117.17731
Bluefoot,"Crying Dolphin Boulder > Cottonwood Camp > Cottonwood Area > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/107948253/bluefoot,2.8,-1,Boulder,V2,1,14,33.21321,-116.46146
"Beef Boy","Beef Boy Boulder > Northern Area Bouldering > CVPC > Culp Valley > San Diego County Desert Area > San Diego County > California",https://www.mountainproject.com/route/118631453/beef-boy,3.0,-1,Boulder,V4,1,8,33.22511,-116.45183
"Simple Man","Central Oaks Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/107470739/simple-man,2.9,-1,Boulder,V1,1,10,33.00779,-116.96635
"Suzies face","Suzie's Boulder > Dog Pile Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/118340839/suzies-face,2.5,-1,Boulder,V-easy,1,15,32.85036,-117.02288
"Iron Cross","Beehive Boulders > Moby Dick Area > Santee Boulders > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/105992977/iron-cross,2.5,-1,Boulder,V2,1,,32.85097,-117.02078
"Shortest Straw","Hanging Garden area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/111917565/shortest-straw,2.4,-1,Boulder,V2,1,,33.01125,-116.96287
