Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Plaque Wall Arete","Welcome Boulder (aka Triangle Boulder) > Priest Draw > Priest Draw Area > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/112274027/plaque-wall-arete,2.4,-1,Boulder,V2,1,12,35.08201,-111.59841
"Icy Mike","Donkey Punch Area > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106293477/icy-mike,3.2,-1,Boulder,V2-3,1,15,35.0655,-111.6959
"Tall Cool One","The High Island > Satellite Areas > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/106387545/tall-cool-one,3.3,-1,Boulder,V3,1,,34.46533,-112.4402
"Trailer Park Arete","Trailer Park > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106155151/trailer-park-arete,2.9,-1,Boulder,V4,1,12,35.06591,-111.69528
"Huck Finn","Donkey Punch Area > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106807427/huck-finn,3.3,-1,Boulder,"V3+ PG13",1,18,35.0655,-111.6959
"Roof Crack","The Bat Roof > Priest Draw > Priest Draw Area > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107601441/roof-crack,2.4,-1,Boulder,V1,1,12,35.08209,-111.60985
"The Tootsie Roll","The Canyon Area > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110493384/the-tootsie-roll,3.1,-1,Boulder,V1-,1,,34.46764,-112.4375
"The Prow","Pencil Thin Boulder > Beardsley Bouldering > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107406024/the-prow,2.8,-1,Boulder,V3,1,8,33.6824,-112.04303
"Main Attraction","World Boulder > Pima Canyon Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/106673417/main-attraction,3.2,-1,Boulder,V4,1,,33.35722,-112.01162
"Black Streak","Welcome Boulder (aka Triangle Boulder) > Priest Draw > Priest Draw Area > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106707215/black-streak,2.5,-1,Boulder,V3,1,,35.08201,-111.59841
"Man Tits","Welcome Boulder (aka Triangle Boulder) > Priest Draw > Priest Draw Area > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106066165/man-tits,2.5,-1,Boulder,V3+,1,12,35.08201,-111.59841
Splitsville,"Splitsville > Equestrian Area (Closures in Effect) > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116209802/splitsville,3.0,-1,Boulder,V3,1,,33.34297,-112.01071
"Easy Street","DWS East Side > DWS East Clear Creek > East Clear Creek > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona",https://www.mountainproject.com/route/117586243/easy-street,3.8,-1,"Trad, Boulder","5.9+ V2",1,35,34.95661,-110.65823
"Aloha Far Left","Trailer Park > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106272801/aloha-far-left,2.3,-1,Boulder,V3,1,12,35.06591,-111.69528
Microdots,"Welcome Boulder (aka Triangle Boulder) > Priest Draw > Priest Draw Area > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106062510/microdots,2.0,-1,Boulder,V2-,1,,35.08201,-111.59841
"Gimmie Some","Entrance Boulders > Pima Canyon Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/106672000/gimmie-some,2.1,-1,Boulder,V0,1,,33.35761,-112.00958
"Pinch a Loaf","Monster Roof > Priest Draw > Priest Draw Area > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106059234/pinch-a-loaf,2.2,-1,Boulder,V2,1,10,35.08068,-111.61301
"The Photo Op","Moran Point > Grand Canyon Bouldering > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/111880192/the-photo-op,4.0,-1,Boulder,V0-1,1,12,36.00575,-111.92394
"The Scoop","Seeds n' Stems Boulder > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/109203661/the-scoop,2.8,-1,Boulder,V0,1,20,34.87147,-111.7534
"Big Ed's Flying Saucer","Floor Pie Roof / Flying Saucer > Priest Draw > Priest Draw Area > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106134362/big-eds-flying-saucer,2.2,-1,Boulder,V4,1,8,35.08197,-111.60584
Keyhole,"Seeds n' Stems Boulder > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/109203436/keyhole,2.7,-1,Boulder,V2,1,12,34.87147,-111.7534
"The Beautician","Monster Roof > Priest Draw > Priest Draw Area > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/108382676/the-beautician,3.0,-1,Boulder,V4+,1,10,35.08068,-111.61301
"A Dog's Life","B.  The Whining Dog Wall > The Drysdale Trail > Land of High Bouldering AKA The Ridge > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110316907/a-dogs-life,3.7,-1,Boulder,V1-,1,15,35.1156,-111.5866
"Triangle Boulder Traverse","Welcome Boulder (aka Triangle Boulder) > Priest Draw > Priest Draw Area > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106024895/triangle-boulder-traverse,2.5,-1,Boulder,V2-3,1,20,35.08201,-111.59841
"Space Lord","Lieback Rock > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/107041389/space-lord,3.7,-1,Boulder,"V2+ PG13",1,20,34.46732,-112.43803
"Risky Business","Alley Rocks > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/108148802/risky-business,2.8,-1,Boulder,V0,1,10,34.46714,-112.43788
"Big Arete","Second Area > Grasshopper Point Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106562950/big-arete,3.5,-1,Boulder,V4,1,16,34.88386,-111.73745
"Block Arete","Buffalo Park > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106142829/block-arete,3.5,-1,Boulder,V3,1,15,35.2191,-111.6287
"Flake Orgasm","Atlantis #2 > Oak Flat > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/106959077/flake-orgasm,3.4,-1,Boulder,V3,1,10,33.3023,-111.0561
"Envy My Vision","Been Found > Magic Forest > Wilderness of Rocks > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/122409734/envy-my-vision,4.0,-1,"Boulder, Alpine",V1,1,,32.42998,-110.78038
Frogger,"The Wave Area > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/105962633/frogger,2.8,-1,Boulder,V3,1,10,34.46757,-112.43804
"Thinner Than Ice","Nail up Rock > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/110231924/thinner-than-ice,3.4,-1,Boulder,V2,1,,34.46757,-112.43804
"Bees Knees","SW cluster > Entrance Boulders > Wilderness of Rocks > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/117816320/bees-knees,4.0,-1,Boulder,V4,1,8,32.43039,-110.77309
"Datura Crack","DWS East Side > DWS East Clear Creek > East Clear Creek > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona",https://www.mountainproject.com/route/117656860/datura-crack,3.3,-1,Boulder,V1,1,25,34.95661,-110.65823
"The Handcrack","The BreezeBlocks > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/111491785/the-handcrack,4.0,-1,Boulder,V0,1,15,34.87618,-111.72299
"Full Value","DWS West Side > DWS East Clear Creek > East Clear Creek > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona",https://www.mountainproject.com/route/106539585/full-value,3.4,-1,Boulder,V3,1,30,34.96125,-110.65969
"The Bucket","The Canyon Area > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/112809683/the-bucket,2.7,-1,Boulder,V0-,1,10,34.46764,-112.4375
"Warm Up Slab","Warmup Slab Boulder Area > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/109045306/warm-up-slab,2.6,-1,Boulder,V1,1,17,34.87279,-111.7536
"Crown Jewel","Entrance Boulders > Pima Canyon Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/106671954/crown-jewel,2.8,-1,Boulder,"V4 PG13",1,20,33.35761,-112.00958
"Nopinyon Arete","Pillar Boulder > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107382016/nopinyon-arete,3.9,-1,Boulder,V3,1,20,34.87241,-111.75363
"Black Tide","Gerdame/Alien Baby Boulder > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106603814/black-tide,3.6,-1,Boulder,"V2 PG13",1,25,34.87231,-111.75381
Ruby,"Tasty Pancho > First Gully Boulders > San Francisco Peaks > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/113836449/ruby,4.0,-1,Boulder,V4,1,35,35.30312,-111.70367
"The Slapper Problem","Lieback Rock > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/106431855/the-slapper-problem,3.0,-1,Boulder,V2,1,15,34.46732,-112.43803
"Scary Spice","Swamp Boulder > Secret Gully > 5 - Windy Ridge > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/113637358/scary-spice,4.0,-1,Boulder,V2,1,20,32.38181,-110.69125
"Farmer John","Rad Rocks and Mystery Stump Areas > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/111483184/farmer-john,3.4,-1,Boulder,V4,1,10,34.46757,-112.43804
"Heartworn Highways","36th Chamber of Shaolin > Gilly Monsters (Klettergarten) > East Stronghold Bouldering > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/119928343/heartworn-highways,4.0,-1,Boulder,"V2 R",-2,35,31.92631,-109.96931
Commando,"Buffalo Park > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106072217/commando,3.0,-1,Boulder,V4,1,10,35.2191,-111.6287
"Loads of Fun","Pillar Boulder > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107402703/loads-of-fun,4.0,-1,Boulder,"V4 PG13",1,20,34.87241,-111.75363
"Emerald Arete","Tasty Pancho > First Gully Boulders > San Francisco Peaks > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114810126/emerald-arete,4.0,-1,Boulder,V3,1,35,35.30312,-111.70367
"Spectators Sport","River Boulder > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106544924/spectators-sport,3.0,-1,Boulder,V2+,1,12,32.42705,-110.75445
"Right Arete","Whale Shark Boulder > Howard Draw > Priest Draw Area > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106134346/right-arete,3.2,-1,Boulder,V1,1,12,35.0816,-111.5995
"Postcards from Hell","The Mail Slot > Roke Knoll > East Stronghold Bouldering > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/123425155/postcards-from-hell,4.0,-1,Boulder,"V4 PG13",1,33,31.92503,-109.9701
"Spare me the Details","C. NPR Wall > The Drysdale Trail > Land of High Bouldering AKA The Ridge > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106231899/spare-me-the-details,3.8,-1,Boulder,V4,1,,35.10777,-111.59171
"Tin Ho!","Parking Area Bouldering > Priest Draw > Priest Draw Area > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106888956/tin-ho,3.3,-1,Boulder,V4,1,12,35.08201,-111.6004
"Syphilis Traverse","The Canyon Area > Main Boulders > Groom Creek > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/106608159/syphilis-traverse,3.5,-1,Boulder,V4-5,1,,34.46764,-112.4375
"Refried Sunrise","Refried Area > The Beans > Sweet Rock > West Stronghold Bouldering > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/122201819/refried-sunrise,4.0,-1,Boulder,"V3 PG13",1,23,31.8777,-110.01935
"No Time to Cry","Behind Ski Jump > Cochise Trail Boulders > Cochise Campground Vicinity Boulders > East Stronghold Bouldering > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/122091825/no-time-to-cry,4.0,-1,Boulder,"V1 PG13",1,20,31.91925,-109.96539
"white Rabbit","The Cemetery > Superstition Mountains > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/119883197/white-rabbit,4.0,-1,Boulder,V3,1,25,33.41091,-111.34998
"Tom Sawyer","Donkey Punch Area > East Kelly Canyon > Kelly Canyon > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/119155780/tom-sawyer,4.0,-1,Boulder,"V2+ PG13",1,18,35.0655,-111.6959
Cavemen,"Caveman Boulder > Slavin Gulch Wash Bouldering > West Stronghold Bouldering > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/122153179/cavemen,4.0,-1,Boulder,V3-4,1,20,31.88932,-110.01224
"Millennial Falcon","Generational Boulder > The Wasteland Bouldering > East Stronghold Bouldering > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/120231719/millennial-falcon,4.0,-1,Boulder,V4,1,30,31.94329,-109.96831
"Cats Craw","The Hair Pin > Blue Ridge Reservoir > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107460975/cats-craw,4.0,-1,Boulder,V2,1,30,34.5549,-111.1952
"Pocket Rocket","ASU main campus > Phoenix Area Buildering > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/107264378/pocket-rocket,4.0,-1,Boulder,V4,1,15,33.5046,-112.077
"Calmer Than You Are","The Knife > Wonderland > Wilderness of Rocks > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/115189465/calmer-than-you-are,4.0,-1,"Boulder, Alpine","V4 PG13",1,16,32.41903,-110.79161
"Cocaine Corner","The Amphitheatre > Pima Canyon Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/106680609/cocaine-corner,3.0,-1,Boulder,"V4 PG13",1,,33.35623,-112.01248
"The Holy Path","The Holy Wall > Upper Canyon > Saguaro Lake > Central Arizona > Arizona",https://www.mountainproject.com/route/119172095/the-holy-path,4.0,-1,Boulder,V3,1,30,33.55675,-111.46175
"Corner Pockets","Corner Pockets Area > Lower Canyon > Saguaro Lake > Central Arizona > Arizona",https://www.mountainproject.com/route/117729949/corner-pockets,4.0,-1,Boulder,V2-,1,35,33.55625,-111.50993
"Big Johnson","River Crag > Upper Canyon > Saguaro Lake > Central Arizona > Arizona",https://www.mountainproject.com/route/119171922/big-johnson,4.0,-1,Boulder,V2+,1,35,33.56101,-111.51838
"Oh the Places You'll Go","North Suess > SEUSS AREA > Crozier Canyon > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114330795/oh-the-places-youll-go,4.0,-1,Boulder,V4,1,,35.47647,-113.67962
"Here I Am","Widow Maker wall > The Workshop and Widow Maker Walls > Land of High Bouldering AKA The Ridge > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110345164/here-i-am,4.0,-1,Boulder,V1,1,15,35.10904,-111.57227
"Have A Gneiss Journey","Intuition Boulder > Mystic Boulders > Ventana Canyon Bouldering > Ventana Canyon > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106620159/have-a-gneiss-journey,4.0,-1,Boulder,V1+,1,,32.34279,-110.85656
"Low T High E","The Brutalist > Gilly Monsters (Klettergarten) > East Stronghold Bouldering > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/123528558/low-t-high-e,3.5,-1,Boulder,"V2+ R",1,30,31.92656,-109.9711
"Dope Smoker","Parking Area Bouldering > Priest Draw > Priest Draw Area > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/106158146/dope-smoker,2.7,-1,Boulder,V4,1,15,35.08201,-111.6004
"Chuck Taylor","Viet Springs > San Francisco Peaks > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107206190/chuck-taylor,3.7,-1,Boulder,V4,1,18,35.30682,-111.71292
Hozho,"Hozho Boulder > Middle Elden > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/115776574/hozho,4.0,-1,Boulder,"V4 R",1,35,35.23484,-111.6018
"Streets of Laredo","I. Long Ryders Wall > The Drysdale Trail > Land of High Bouldering AKA The Ridge > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107399823/streets-of-laredo,3.4,-1,Boulder,V3,1,,35.1124,-111.57935
"Cobra Kai","The Cemetery > Superstition Mountains > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/118833854/cobra-kai,4.0,-1,Boulder,V2,1,20,33.41091,-111.34998
